Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
laszlo benes,Union Berlin,Bundesliga,2024-2025,9,1,48,32,0.43799999999999994
ramy bensebaini,Dortmund,Bundesliga,2024-2025,28,0,36,100,0.621
mergim berisha,Hoffenheim,Bundesliga,2024-2025,5,3,3,10,0.17600000000000002
mergim berisha,Augsburg,Bundesliga,2024-2025,2,0,1,1,0.0
bernardo,Bochum,Bundesliga,2024-2025,24,0,14,83,0.677
alexander bernhardsson,Holstein Kiel,Bundesliga,2024-2025,21,2,34,45,0.358
matus bero,Bochum,Bundesliga,2024-2025,50,1,124,164,0.33799999999999997
janniklas beste,Freiburg,Bundesliga,2024-2025,3,1,20,16,0.2
el bilal toure,Stuttgart,Bundesliga,2024-2025,9,1,0,8,0.5760000000000001
tom bischof,Hoffenheim,Bundesliga,2024-2025,45,1,145,156,0.424
leonardo bittencourt,Werder Bremen,Bundesliga,2024-2025,15,2,22,44,0.25
myron boadu,Bochum,Bundesliga,2024-2025,11,12,3,20,0.48700000000000004
sacha boey,Bayern Munich,Bundesliga,2024-2025,7,0,11,38,0.4
victor boniface,Leverkusen,Bundesliga,2024-2025,14,7,6,28,0.593
sebastiaan bornauw,Wolfsburg,Bundesliga,2024-2025,12,0,1,28,0.632
carlo boukhalfa,St. Pauli,Bundesliga,2024-2025,18,2,10,60,0.354
julian brandt,Dortmund,Bundesliga,2024-2025,8,5,71,119,0.275
tim breithaupt,Augsburg,Bundesliga,2024-2025,2,0,1,9,0.444
maximilian breunig,Heidenheim,Bundesliga,2024-2025,8,1,1,13,0.225
moritz broschinski,Bochum,Bundesliga,2024-2025,27,5,28,64,0.425
nathaniel brown,Eint Frankfurt,Bundesliga,2024-2025,15,0,92,81,0.217
jacob bruun larsen,Hoffenheim,Bundesliga,2024-2025,2,3,19,16,0.625
jacob bruun larsen,Stuttgart,Bundesliga,2024-2025,2,6,18,11,0.33299999999999996
emi buendia,Leverkusen,Bundesliga,2024-2025,6,0,3,20,0.625
marius bulter,Hoffenheim,Bundesliga,2024-2025,11,6,84,63,0.391
jonathan burkardt,Mainz 05,Bundesliga,2024-2025,23,11,27,73,0.19
oliver burke,Werder Bremen,Bundesliga,2024-2025,12,8,20,26,0.6559999999999999
marnon busch,Heidenheim,Bundesliga,2024-2025,8,0,52,62,0.46399999999999997
anthony caci,Mainz 05,Bundesliga,2024-2025,37,15,133,131,0.515
cole campbell,Dortmund,Bundesliga,2024-2025,1,0,1,3,0.0
emre can,Dortmund,Bundesliga,2024-2025,25,0,11,113,0.643
tiago cardoso,Gladbach,Bundesliga,2024-2025,0,0,0,4,1.0
abdoulie ceesay,St. Pauli,Bundesliga,2024-2025,2,0,0,4,0.0
julian chabot,Stuttgart,Bundesliga,2024-2025,35,5,2,98,0.65
el chadaille bitshiabu,RB Leipzig,Bundesliga,2024-2025,8,0,4,55,0.55
fares chaibi,Eint Frankfurt,Bundesliga,2024-2025,5,1,72,30,0.43200000000000005
timothy chandler,Eint Frankfurt,Bundesliga,2024-2025,0,0,1,1,0.8
anrie chase,Stuttgart,Bundesliga,2024-2025,12,0,3,21,0.586
arthur chaves,Hoffenheim,Bundesliga,2024-2025,38,1,8,93,0.519
fabio chiarodia,Gladbach,Bundesliga,2024-2025,7,0,0,9,0.778
carney chukwuemeka,Dortmund,Bundesliga,2024-2025,4,1,1,12,0.429
alexis claudemaurice,Augsburg,Bundesliga,2024-2025,26,3,21,72,0.37799999999999995
nnamdi collins,Eint Frankfurt,Bundesliga,2024-2025,26,0,17,78,0.5
kingsley coman,Bayern Munich,Bundesliga,2024-2025,9,8,45,59,0.40700000000000003
sirlord conteh,Heidenheim,Bundesliga,2024-2025,8,4,20,17,0.444
danny da costa,Mainz 05,Bundesliga,2024-2025,19,0,22,98,0.465
yan couto,Dortmund,Bundesliga,2024-2025,12,0,53,55,0.125
tomas cvancara,Gladbach,Bundesliga,2024-2025,11,1,15,23,0.44799999999999995
finn dahmen,Augsburg,Bundesliga,2024-2025,0,0,0,33,1.0
thomas dahne,Holstein Kiel,Bundesliga,2024-2025,1,0,0,15,1.0
mahmoud dahoud,Eint Frankfurt,Bundesliga,2024-2025,10,0,4,20,0.33299999999999996
ameen aldakhil,Stuttgart,Bundesliga,2024-2025,4,0,0,17,0.47100000000000003
bence dardai,Wolfsburg,Bundesliga,2024-2025,9,0,10,52,0.4
lukas daschner,Bochum,Bundesliga,2024-2025,4,0,19,17,0.33299999999999996
alphonso davies,Bayern Munich,Bundesliga,2024-2025,8,3,22,115,0.529
olivier deman,Werder Bremen,Bundesliga,2024-2025,1,0,6,5,1.0
ermedin demirovic,Stuttgart,Bundesliga,2024-2025,24,17,3,33,0.42
justin diehl,Stuttgart,Bundesliga,2024-2025,2,0,10,8,0.0
eric dier,Bayern Munich,Bundesliga,2024-2025,16,1,2,80,0.547
junior dina ebimbe,Eint Frankfurt,Bundesliga,2024-2025,10,1,8,11,0.667
eren dinkci,Freiburg,Bundesliga,2024-2025,9,1,15,55,0.3
ritsu doan,Freiburg,Bundesliga,2024-2025,27,8,80,133,0.308
danilho doekhi,Union Berlin,Bundesliga,2024-2025,36,2,10,97,0.5539999999999999
niklas dorsch,Augsburg,Bundesliga,2024-2025,0,0,1,2,
niklas dorsch,Heidenheim,Bundesliga,2024-2025,15,0,37,74,0.43799999999999994
patrick drewes,Bochum,Bundesliga,2024-2025,1,0,0,36,1.0
tim drexler,Hoffenheim,Bundesliga,2024-2025,8,0,1,10,0.14300000000000002
marvin ducksch,Werder Bremen,Bundesliga,2024-2025,6,14,167,65,0.396
julien duranville,Dortmund,Bundesliga,2024-2025,10,2,13,5,0.0
adam dzwigaa,St. Pauli,Bundesliga,2024-2025,5,0,3,13,0.765
johannes eggestein,St. Pauli,Bundesliga,2024-2025,11,14,35,58,0.248
maximilian eggestein,Freiburg,Bundesliga,2024-2025,22,1,9,154,0.517
hugo ekitike,Eint Frankfurt,Bundesliga,2024-2025,39,19,17,87,0.46799999999999997
elif elmas,RB Leipzig,Bundesliga,2024-2025,2,1,0,3,0.0
nico elvedi,Gladbach,Bundesliga,2024-2025,9,1,1,89,0.511
arne engels,Augsburg,Bundesliga,2024-2025,3,0,4,0,1.0
patrick erras,Holstein Kiel,Bundesliga,2024-2025,11,0,0,24,0.628
samuel essende,Augsburg,Bundesliga,2024-2025,45,13,5,42,0.43799999999999994
frank feller,Heidenheim,Bundesliga,2024-2025,0,0,0,2,
kilian fischer,Wolfsburg,Bundesliga,2024-2025,34,0,39,84,0.368
jonas fohrenbach,Heidenheim,Bundesliga,2024-2025,14,1,59,67,0.452
marco friedl,Werder Bremen,Bundesliga,2024-2025,26,3,2,141,0.517
marvin friedrich,Gladbach,Bundesliga,2024-2025,5,0,0,42,0.642
jeremie frimpong,Leverkusen,Bundesliga,2024-2025,20,9,116,84,0.33299999999999996
chris fuhrich,Stuttgart,Bundesliga,2024-2025,9,2,82,64,0.385
shio fukuda,Gladbach,Bundesliga,2024-2025,2,1,1,1,0.5
cristian gamboa,Bochum,Bundesliga,2024-2025,1,0,7,11,0.0
aleix garcia,Leverkusen,Bundesliga,2024-2025,8,1,92,69,0.273
viggo gebel,RB Leipzig,Bundesliga,2024-2025,0,0,0,0,1.0
lutsharel geertruida,RB Leipzig,Bundesliga,2024-2025,17,1,13,83,0.667
dennis geiger,Hoffenheim,Bundesliga,2024-2025,26,0,5,35,0.33299999999999996
valentin gendrey,Hoffenheim,Bundesliga,2024-2025,12,2,51,52,0.52
yannick gerhardt,Wolfsburg,Bundesliga,2024-2025,20,2,24,49,0.42
max geschwill,Holstein Kiel,Bundesliga,2024-2025,13,1,10,53,0.4
dimitris giannoulis,Augsburg,Bundesliga,2024-2025,17,1,120,136,0.281
armin gigovic,Holstein Kiel,Bundesliga,2024-2025,22,2,14,117,0.486
benedikt gimber,Heidenheim,Bundesliga,2024-2025,61,1,3,98,0.5589999999999999
matthias ginter,Freiburg,Bundesliga,2024-2025,13,1,13,93,0.616
jamie gittens,Dortmund,Bundesliga,2024-2025,25,3,49,63,0.41700000000000004
serge gnabry,Bayern Munich,Bundesliga,2024-2025,19,8,22,47,0.28600000000000003
tidiam gomis,RB Leipzig,Bundesliga,2024-2025,3,2,4,5,0.25
leon goretzka,Bayern Munich,Bundesliga,2024-2025,12,0,5,77,0.544
robin gosens,Union Berlin,Bundesliga,2024-2025,5,0,1,1,0.636
mario gotze,Eint Frankfurt,Bundesliga,2024-2025,15,1,39,104,0.231
jeffrey gouweleeuw,Augsburg,Bundesliga,2024-2025,22,2,17,141,0.639
kamil grabara,Wolfsburg,Bundesliga,2024-2025,0,0,0,43,1.0
michael gregoritsch,Freiburg,Bundesliga,2024-2025,7,4,1,18,0.47700000000000004
vincenzo grifo,Freiburg,Bundesliga,2024-2025,15,2,155,134,0.484
florian grillitsch,Hoffenheim,Bundesliga,2024-2025,4,0,4,31,0.318
alex grimaldo,Leverkusen,Bundesliga,2024-2025,15,8,217,142,0.485
pascal gro,Dortmund,Bundesliga,2024-2025,18,0,174,96,0.429
marco grull,Werder Bremen,Bundesliga,2024-2025,22,6,21,43,0.20800000000000002
raphael guerreiro,Bayern Munich,Bundesliga,2024-2025,9,0,27,94,0.381
morgan guilavogui,St. Pauli,Bundesliga,2024-2025,48,11,13,71,0.46799999999999997
serhou guirassy,Dortmund,Bundesliga,2024-2025,16,12,1,45,0.529
peter gulacsi,RB Leipzig,Bundesliga,2024-2025,0,0,0,41,0.917
robert gumny,Augsburg,Bundesliga,2024-2025,4,0,5,11,0.5
christian gunter,Freiburg,Bundesliga,2024-2025,14,5,121,61,0.318
janik haberer,Union Berlin,Bundesliga,2024-2025,22,3,15,83,0.341
robin hack,Gladbach,Bundesliga,2024-2025,19,9,61,123,0.413
amadou haidara,RB Leipzig,Bundesliga,2024-2025,23,0,12,88,0.517
andreas hancheolsen,Mainz 05,Bundesliga,2024-2025,20,0,1,44,0.636
phil harres,Holstein Kiel,Bundesliga,2024-2025,35,5,6,40,0.45399999999999996
ramon hendriks,Stuttgart,Bundesliga,2024-2025,12,0,12,40,0.604
paul hennrich,Hoffenheim,Bundesliga,2024-2025,0,0,0,2,0.0
benjamin henrichs,RB Leipzig,Bundesliga,2024-2025,13,0,19,60,0.615
mario hermoso,Leverkusen,Bundesliga,2024-2025,2,0,5,15,0.563
piero hincapie,Leverkusen,Bundesliga,2024-2025,26,0,37,105,0.602
adam hlozek,Hoffenheim,Bundesliga,2024-2025,15,6,20,66,0.506
nicolas hofler,Freiburg,Bundesliga,2024-2025,12,0,1,27,0.6509999999999999
jonas hofmann,Leverkusen,Bundesliga,2024-2025,1,0,5,11,0.0
philipp hofmann,Bochum,Bundesliga,2024-2025,36,4,10,52,0.5660000000000001
lucas holer,Freiburg,Bundesliga,2024-2025,30,8,14,68,0.5670000000000001
benedict hollerbach,Union Berlin,Bundesliga,2024-2025,42,17,73,111,0.309
lewis holtby,Holstein Kiel,Bundesliga,2024-2025,13,0,46,72,0.4
gerrit holtmann,Bochum,Bundesliga,2024-2025,26,4,91,49,0.429
franck honorat,Gladbach,Bundesliga,2024-2025,7,8,125,72,0.429
mathias honsak,Heidenheim,Bundesliga,2024-2025,14,2,50,55,0.512
timo horn,Bochum,Bundesliga,2024-2025,0,0,0,25,1.0
lukas hradecky,Leverkusen,Bundesliga,2024-2025,0,0,0,70,0.5
robin hranac,Hoffenheim,Bundesliga,2024-2025,5,0,0,12,0.35700000000000004
hong hyunseok,Mainz 05,Bundesliga,2024-2025,3,1,5,25,0.25
oscar hjlund,Eint Frankfurt,Bundesliga,2024-2025,12,0,1,40,0.292
arijon ibrahimovic,Bayern Munich,Bundesliga,2024-2025,0,0,0,0,
andrej ilic,Union Berlin,Bundesliga,2024-2025,14,8,3,16,0.48100000000000004
jackson irvine,St. Pauli,Bundesliga,2024-2025,38,2,18,125,0.5670000000000001
ko itakura,Gladbach,Bundesliga,2024-2025,28,1,9,95,0.65
hiroki ito,Bayern Munich,Bundesliga,2024-2025,2,0,2,13,0.833
marko ivezic,Holstein Kiel,Bundesliga,2024-2025,27,1,1,71,0.531
lee jaesung,Mainz 05,Bundesliga,2024-2025,23,9,31,119,0.41
kristijan jakic,Augsburg,Bundesliga,2024-2025,23,3,13,133,0.5379999999999999
luca jaquez,Stuttgart,Bundesliga,2024-2025,4,0,1,11,0.667
dominik javorcek,Holstein Kiel,Bundesliga,2024-2025,7,1,20,7,0.3
finn jeltsch,Stuttgart,Bundesliga,2024-2025,7,0,3,34,0.6
fredrik jensen,Augsburg,Bundesliga,2024-2025,5,3,20,15,0.316
moritz jenz,Mainz 05,Bundesliga,2024-2025,27,1,0,73,0.64
carl johansson,Holstein Kiel,Bundesliga,2024-2025,5,0,0,18,0.58
anthony jung,Werder Bremen,Bundesliga,2024-2025,9,2,4,81,0.63
josip juranovic,Union Berlin,Bundesliga,2024-2025,8,1,78,62,0.444
david jurasek,Hoffenheim,Bundesliga,2024-2025,1,1,55,40,0.6
yusuf kabaday,Augsburg,Bundesliga,2024-2025,1,1,1,6,0.0
almugera kabar,Dortmund,Bundesliga,2024-2025,2,0,1,4,0.4
issa kabore,Werder Bremen,Bundesliga,2024-2025,4,1,19,20,0.667
pavel kaderabek,Hoffenheim,Bundesliga,2024-2025,21,4,74,25,0.564
jakub kaminski,Wolfsburg,Bundesliga,2024-2025,10,0,50,52,0.26899999999999996
kevin kampl,RB Leipzig,Bundesliga,2024-2025,20,1,29,100,0.188
harry kane,Bayern Munich,Bundesliga,2024-2025,9,16,13,61,0.5920000000000001
atakan karazor,Stuttgart,Bundesliga,2024-2025,38,2,4,171,0.564
mikkel kaufmann,Heidenheim,Bundesliga,2024-2025,5,0,1,13,0.47200000000000003
yannik keitel,Stuttgart,Bundesliga,2024-2025,2,0,2,7,0.5
andu kelati,Holstein Kiel,Bundesliga,2024-2025,4,0,6,19,0.0
thomas keller,Heidenheim,Bundesliga,2024-2025,6,0,0,3,0.5
aljoscha kemlein,Union Berlin,Bundesliga,2024-2025,15,1,5,58,0.5760000000000001
luca kerber,Heidenheim,Bundesliga,2024-2025,22,0,3,27,0.39299999999999996
rani khedira,Union Berlin,Bundesliga,2024-2025,45,1,22,108,0.5
joshua kimmich,Bayern Munich,Bundesliga,2024-2025,15,2,176,190,0.5710000000000001
tim kleindienst,Gladbach,Bundesliga,2024-2025,75,23,16,74,0.5479999999999999
lukas klostermann,RB Leipzig,Bundesliga,2024-2025,13,0,11,74,0.4
ansgar knauff,Eint Frankfurt,Bundesliga,2024-2025,27,11,32,76,0.413
magnus knudsen,Holstein Kiel,Bundesliga,2024-2025,28,0,8,79,0.263
gregor kobel,Dortmund,Bundesliga,2024-2025,0,0,0,61,1.0
robin koch,Eint Frankfurt,Bundesliga,2024-2025,24,1,1,112,0.68
derrick kohn,Werder Bremen,Bundesliga,2024-2025,14,4,58,57,0.381
dominik kohr,Mainz 05,Bundesliga,2024-2025,46,1,16,99,0.528
marco komenda,Holstein Kiel,Bundesliga,2024-2025,16,0,16,37,0.326
mert komur,Augsburg,Bundesliga,2024-2025,7,3,26,32,0.379
kacper koscierski,Bochum,Bundesliga,2024-2025,0,0,0,0,
henri koudossou,Augsburg,Bundesliga,2024-2025,7,2,24,39,0.5329999999999999
konstantinos koulierakis,Wolfsburg,Bundesliga,2024-2025,24,2,13,93,0.602
matej kovar,Leverkusen,Bundesliga,2024-2025,0,0,0,6,0.5
andrej kramaric,Hoffenheim,Bundesliga,2024-2025,12,9,116,136,0.258
frans kratzig,Heidenheim,Bundesliga,2024-2025,7,4,38,60,0.429
frans kratzig,Stuttgart,Bundesliga,2024-2025,1,0,1,3,1.0
tom krau,Bochum,Bundesliga,2024-2025,14,0,10,78,0.529
rasmus kristensen,Eint Frankfurt,Bundesliga,2024-2025,24,0,59,121,0.595
lukas kubler,Freiburg,Bundesliga,2024-2025,25,1,30,73,0.6559999999999999
jonah kusiasare,Bayern Munich,Bundesliga,2024-2025,0,0,0,0,0.5
moritzbroni kwarteng,Bochum,Bundesliga,2024-2025,3,0,1,8,0.0
nediljko labrovic,Augsburg,Bundesliga,2024-2025,0,0,0,14,0.857
konrad laimer,Bayern Munich,Bundesliga,2024-2025,35,1,21,81,0.536
stefan lainer,Gladbach,Bundesliga,2024-2025,11,3,29,24,0.35700000000000004
hugo larsson,Eint Frankfurt,Bundesliga,2024-2025,21,2,8,121,0.48100000000000004
diogo leite,Union Berlin,Bundesliga,2024-2025,25,2,10,104,0.5529999999999999
maxim leitsch,Mainz 05,Bundesliga,2024-2025,10,0,3,36,0.38799999999999996
jamie leweling,Stuttgart,Bundesliga,2024-2025,17,4,58,73,0.6
philipp lienhart,Freiburg,Bundesliga,2024-2025,22,3,9,113,0.613
marin ljubicic,Union Berlin,Bundesliga,2024-2025,9,1,1,12,0.214
anthony losilla,Bochum,Bundesliga,2024-2025,18,1,4,45,0.5579999999999999
yannik luhrs,Dortmund,Bundesliga,2024-2025,2,0,0,5,0.8
castello lukeba,RB Leipzig,Bundesliga,2024-2025,12,0,11,74,0.667
senne lynen,Werder Bremen,Bundesliga,2024-2025,38,0,5,191,0.47200000000000003
shuto machino,Holstein Kiel,Bundesliga,2024-2025,19,9,35,50,0.391
arne maier,Augsburg,Bundesliga,2024-2025,9,0,67,72,0.364
patrick mainka,Heidenheim,Bundesliga,2024-2025,17,2,4,152,0.637
lovro majer,Wolfsburg,Bundesliga,2024-2025,6,0,17,12,0.429
jordy makengo,Freiburg,Bundesliga,2024-2025,5,2,25,26,0.455
jarzinho malanga,Stuttgart,Bundesliga,2024-2025,0,0,0,0,
julian malatini,Werder Bremen,Bundesliga,2024-2025,9,0,3,19,0.667
donyell malen,Dortmund,Bundesliga,2024-2025,2,3,13,15,0.25
lennard maloney,Heidenheim,Bundesliga,2024-2025,11,1,1,40,0.5710000000000001
lennard maloney,Mainz 05,Bundesliga,2024-2025,2,0,0,1,1.0
johan manzambi,Freiburg,Bundesliga,2024-2025,7,0,5,14,0.643
omar marmoush,Eint Frankfurt,Bundesliga,2024-2025,8,7,78,51,0.33299999999999996
giorgos masouras,Bochum,Bundesliga,2024-2025,12,15,26,44,0.419
erhan masovic,Bochum,Bundesliga,2024-2025,12,0,0,32,0.595
igor matanovic,Eint Frankfurt,Bundesliga,2024-2025,6,1,0,8,0.4
chrislain matsima,Augsburg,Bundesliga,2024-2025,10,1,3,143,0.708
jean matteo bahoya,Eint Frankfurt,Bundesliga,2024-2025,9,2,31,51,0.65
maurides,St. Pauli,Bundesliga,2024-2025,0,0,0,0,
keke maximilian topp,Werder Bremen,Bundesliga,2024-2025,8,2,6,15,0.4
jakov medic,Bochum,Bundesliga,2024-2025,10,2,1,73,0.526
connor metcalfe,St. Pauli,Bundesliga,2024-2025,5,0,7,9,0.542
karol mets,St. Pauli,Bundesliga,2024-2025,7,0,3,35,0.706
alexander meyer,Dortmund,Bundesliga,2024-2025,0,0,0,5,
florian micheler,Hoffenheim,Bundesliga,2024-2025,1,0,0,1,
enzo millot,Stuttgart,Bundesliga,2024-2025,25,3,41,99,0.29600000000000004
kim minjae,Bayern Munich,Bundesliga,2024-2025,25,0,0,153,0.6559999999999999
maximilian mittelstadt,Stuttgart,Bundesliga,2024-2025,24,2,164,119,0.5579999999999999
koji miyoshi,Bochum,Bundesliga,2024-2025,10,2,9,22,0.133
max moerstedt,Hoffenheim,Bundesliga,2024-2025,6,1,1,11,0.42100000000000004
david mokwa,Hoffenheim,Bundesliga,2024-2025,1,0,0,1,0.5
steve mounie,Augsburg,Bundesliga,2024-2025,9,1,3,8,0.51
nordi mukiele,Leverkusen,Bundesliga,2024-2025,6,1,13,46,0.485
florian muller,Freiburg,Bundesliga,2024-2025,0,0,0,14,
kevin muller,Heidenheim,Bundesliga,2024-2025,0,0,0,50,0.889
marius muller,Wolfsburg,Bundesliga,2024-2025,0,0,0,7,1.0
thomas muller,Bayern Munich,Bundesliga,2024-2025,14,3,46,24,0.396
jamal musiala,Bayern Munich,Bundesliga,2024-2025,20,2,8,75,0.33299999999999996
florent muslija,Freiburg,Bundesliga,2024-2025,0,0,14,12,0.0
phillipp mwene,Mainz 05,Bundesliga,2024-2025,24,3,85,110,0.37
joakim mhle,Wolfsburg,Bundesliga,2024-2025,9,0,25,122,0.586
nathan ngoumou,Gladbach,Bundesliga,2024-2025,7,7,22,21,0.34600000000000003
stanley nsoki,Hoffenheim,Bundesliga,2024-2025,12,0,1,79,0.611
nikolas nartey,Stuttgart,Bundesliga,2024-2025,0,0,0,2,1.0
paul nebel,Mainz 05,Bundesliga,2024-2025,37,5,111,124,0.22699999999999998
kosta nedeljkovic,RB Leipzig,Bundesliga,2024-2025,7,1,17,11,0.0
ivan nekic,Holstein Kiel,Bundesliga,2024-2025,1,0,0,1,
david nemeth,St. Pauli,Bundesliga,2024-2025,21,0,7,87,0.544
luca netz,Gladbach,Bundesliga,2024-2025,8,1,16,42,0.44
manuel neuer,Bayern Munich,Bundesliga,2024-2025,0,0,0,54,1.0
florian neuhaus,Gladbach,Bundesliga,2024-2025,4,0,9,24,0.0
moritz nicolas,Gladbach,Bundesliga,2024-2025,0,0,0,23,0.875
julian niehues,Heidenheim,Bundesliga,2024-2025,1,0,0,4,0.429
justin njinmah,Werder Bremen,Bundesliga,2024-2025,7,12,19,20,0.429
niels nkounkou,Eint Frankfurt,Bundesliga,2024-2025,5,0,23,24,0.375
felix nmecha,Dortmund,Bundesliga,2024-2025,22,0,6,85,0.535
lukas nmecha,Wolfsburg,Bundesliga,2024-2025,7,0,6,15,0.5710000000000001
arnaud nordin,Mainz 05,Bundesliga,2024-2025,1,0,9,5,0.25
alexander nubel,Stuttgart,Bundesliga,2024-2025,0,0,0,72,0.8
antonio nusa,RB Leipzig,Bundesliga,2024-2025,14,9,35,78,0.28600000000000003
david odogu,Wolfsburg,Bundesliga,2024-2025,2,1,0,4,0.75
tim oermann,Bochum,Bundesliga,2024-2025,16,0,14,99,0.42200000000000004
ifechukwu ogbus,Freiburg,Bundesliga,2024-2025,1,0,0,1,
finn ole becker,Hoffenheim,Bundesliga,2024-2025,5,0,8,50,0.778
michael olise,Bayern Munich,Bundesliga,2024-2025,22,5,131,105,0.478
jonas omlin,Gladbach,Bundesliga,2024-2025,1,0,0,21,1.0
karim onisiwo,Mainz 05,Bundesliga,2024-2025,3,1,2,4,0.33299999999999996
frank onyeka,Augsburg,Bundesliga,2024-2025,47,3,20,147,0.43200000000000005
lois openda,RB Leipzig,Bundesliga,2024-2025,29,27,27,54,0.38
gift orban,Hoffenheim,Bundesliga,2024-2025,15,8,6,18,0.37
willi orban,RB Leipzig,Bundesliga,2024-2025,23,4,5,122,0.693
ivan ordets,Bochum,Bundesliga,2024-2025,22,2,0,77,0.679
patrick osterhage,Freiburg,Bundesliga,2024-2025,25,5,20,106,0.46299999999999997
assan ouedraogo,RB Leipzig,Bundesliga,2024-2025,1,0,1,6,
salih ozcan,Wolfsburg,Bundesliga,2024-2025,5,0,8,27,0.556
salih ozcan,Dortmund,Bundesliga,2024-2025,11,1,3,33,0.652
exequiel palacios,Leverkusen,Bundesliga,2024-2025,9,0,4,76,0.111
joao palhinha,Bayern Munich,Bundesliga,2024-2025,13,0,2,17,0.645
mats pannewig,Bochum,Bundesliga,2024-2025,5,0,3,24,0.33299999999999996
kevin paredes,Wolfsburg,Bundesliga,2024-2025,1,0,1,7,0.5
felix passlack,Bochum,Bundesliga,2024-2025,29,2,113,114,0.313
aleksandar pavlovic,Bayern Munich,Bundesliga,2024-2025,17,0,5,72,0.545
mads pedersen,Augsburg,Bundesliga,2024-2025,5,1,5,11,0.33299999999999996
jordan pefok,Union Berlin,Bundesliga,2024-2025,22,7,0,31,0.557
daniel peretz,Bayern Munich,Bundesliga,2024-2025,0,0,0,10,
noah pesch,Gladbach,Bundesliga,2024-2025,1,0,0,1,
luca philipp,Hoffenheim,Bundesliga,2024-2025,0,0,0,7,
maximilian philipp,Freiburg,Bundesliga,2024-2025,0,0,0,0,0.0
benedikt pichler,Holstein Kiel,Bundesliga,2024-2025,14,13,11,15,0.569
amos pieper,Werder Bremen,Bundesliga,2024-2025,11,0,4,56,0.5
marvin pieringer,Heidenheim,Bundesliga,2024-2025,50,15,11,63,0.371
alassane plea,Gladbach,Bundesliga,2024-2025,17,8,45,66,0.319
finn porath,Holstein Kiel,Bundesliga,2024-2025,31,0,84,79,0.51
yussuf poulsen,RB Leipzig,Bundesliga,2024-2025,8,1,2,16,0.711
alexander prass,Hoffenheim,Bundesliga,2024-2025,17,0,54,92,0.441
david preu,Union Berlin,Bundesliga,2024-2025,1,1,4,4,0.0
grischa promel,Hoffenheim,Bundesliga,2024-2025,0,0,2,7,0.25
ivan prtajin,Union Berlin,Bundesliga,2024-2025,1,2,3,4,0.37
tymoteusz puchacz,Holstein Kiel,Bundesliga,2024-2025,2,1,37,32,0.5
leopold querfeld,Union Berlin,Bundesliga,2024-2025,20,0,0,66,0.546
grant ranos,Gladbach,Bundesliga,2024-2025,1,0,0,0,0.0
david raum,RB Leipzig,Bundesliga,2024-2025,23,6,188,92,0.39399999999999996
rocco reitz,Gladbach,Bundesliga,2024-2025,20,0,22,94,0.529
nicolai remberg,Holstein Kiel,Bundesliga,2024-2025,43,2,8,101,0.623
elvis rexhbecaj,Augsburg,Bundesliga,2024-2025,13,1,71,85,0.345
gio reyna,Dortmund,Bundesliga,2024-2025,8,0,15,19,0.5379999999999999
fabian rieder,Stuttgart,Bundesliga,2024-2025,14,0,39,45,0.235
lasse rie,Mainz 05,Bundesliga,2024-2025,0,0,0,4,
lars ritzka,St. Pauli,Bundesliga,2024-2025,10,1,19,35,0.24100000000000002
mads roerslev,Wolfsburg,Bundesliga,2024-2025,2,0,7,8,0.222
merlin rohl,Freiburg,Bundesliga,2024-2025,21,0,12,49,0.292
lasse rosenboom,Holstein Kiel,Bundesliga,2024-2025,19,0,18,57,0.435
max rosenfelder,Freiburg,Bundesliga,2024-2025,9,1,9,60,0.353
tom rothe,Union Berlin,Bundesliga,2024-2025,25,2,46,77,0.494
anthony rouault,Stuttgart,Bundesliga,2024-2025,18,0,1,63,0.611
jerome roussillon,Union Berlin,Bundesliga,2024-2025,1,0,10,2,0.5
julian ryerson,Dortmund,Bundesliga,2024-2025,31,0,110,120,0.303
frederik rnnow,Union Berlin,Bundesliga,2024-2025,0,0,0,32,1.0
elias saad,St. Pauli,Bundesliga,2024-2025,17,7,14,43,0.267
marcel sabitzer,Dortmund,Bundesliga,2024-2025,12,0,23,58,0.5670000000000001
faik sakar,RB Leipzig,Bundesliga,2024-2025,0,0,0,0,
manolis saliakas,St. Pauli,Bundesliga,2024-2025,16,0,82,84,0.56
roland sallai,Freiburg,Bundesliga,2024-2025,0,0,4,0,0.0
diadie samassekou,Hoffenheim,Bundesliga,2024-2025,5,0,0,18,0.33299999999999996
philipp sander,Gladbach,Bundesliga,2024-2025,16,0,22,82,0.627
james sands,St. Pauli,Bundesliga,2024-2025,11,1,2,21,0.68
leroy sane,Bayern Munich,Bundesliga,2024-2025,16,6,51,82,0.5379999999999999
kaishu sano,Mainz 05,Bundesliga,2024-2025,16,2,11,190,0.529
kaua santos,Eint Frankfurt,Bundesliga,2024-2025,0,0,0,19,1.0
joe scally,Gladbach,Bundesliga,2024-2025,23,1,50,97,0.462
andras schafer,Union Berlin,Bundesliga,2024-2025,27,0,17,72,0.596
patrik schick,Leverkusen,Bundesliga,2024-2025,24,7,1,29,0.45
stefan schimmer,Heidenheim,Bundesliga,2024-2025,2,2,3,9,0.16699999999999998
xaver schlager,RB Leipzig,Bundesliga,2024-2025,4,0,1,8,0.0
keven schlotterbeck,Augsburg,Bundesliga,2024-2025,10,1,3,55,0.69
