Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
mitchell weiser,Werder Bremen,Bundesliga,2024-2025,400,929,641,109,1949,84,0.41700000000000004,41,0.488,2131,44,13,71,36
noah weihaupt,St. Pauli,Bundesliga,2024-2025,61,192,264,43,509,38,0.342,17,0.447,1010,27,17,37,11
noah weihaupt,Freiburg,Bundesliga,2024-2025,4,18,37,5,59,4,0.25,2,0.5,210,7,4,3,0
silvan widmer,Mainz 05,Bundesliga,2024-2025,101,145,119,12,363,4,0.0,4,1.0,112,3,1,8,3
patrick wimmer,Wolfsburg,Bundesliga,2024-2025,160,410,370,63,920,69,0.536,29,0.42,1525,44,13,43,27
jonas wind,Wolfsburg,Bundesliga,2024-2025,63,426,325,88,808,20,0.3,12,0.6,496,10,12,55,28
florian wirtz,Leverkusen,Bundesliga,2024-2025,129,814,1177,137,2092,167,0.491,79,0.473,3641,72,53,58,47
dani de wit,Bochum,Bundesliga,2024-2025,97,315,146,37,558,8,0.125,5,0.625,315,4,0,11,3
maximilian wittek,Bochum,Bundesliga,2024-2025,510,877,512,20,1882,30,0.4,14,0.467,1783,43,7,38,12
marius wolf,Augsburg,Bundesliga,2024-2025,302,599,544,46,1427,43,0.442,22,0.512,1362,19,8,25,16
nick woltemade,Stuttgart,Bundesliga,2024-2025,60,332,405,159,785,71,0.43700000000000006,37,0.521,971,28,22,84,50
jeong wooyeong,Union Berlin,Bundesliga,2024-2025,79,261,296,34,621,21,0.5710000000000001,8,0.381,1003,24,6,23,16
granit xhaka,Leverkusen,Bundesliga,2024-2025,475,1885,707,15,3052,16,0.43799999999999994,8,0.5,3002,52,0,18,14
erencan yardimci,Hoffenheim,Bundesliga,2024-2025,9,51,39,12,99,0,,0,,87,4,1,13,3
danaxel zagadou,Stuttgart,Bundesliga,2024-2025,10,2,0,0,12,0,,0,,1,1,0,0,0
david zec,Holstein Kiel,Bundesliga,2024-2025,654,363,39,24,1049,9,0.556,4,0.444,1173,3,1,11,5
robin zentner,Mainz 05,Bundesliga,2024-2025,1255,31,1,1,1287,0,,0,,2055,0,0,2,0
cedric zesiger,Augsburg,Bundesliga,2024-2025,341,371,61,9,771,4,0.25,3,0.75,815,9,0,8,3
cedric zesiger,Wolfsburg,Bundesliga,2024-2025,153,131,19,0,303,3,1.0,0,0.0,299,0,0,1,1
michael zetterer,Werder Bremen,Bundesliga,2024-2025,1374,18,0,0,1391,1,1.0,0,0.0,3312,0,0,1,0
budu zivzivadze,Heidenheim,Bundesliga,2024-2025,26,158,152,37,332,30,0.3,19,0.633,370,12,2,27,16
keyliane abdallah,Marseille,Ligue-1,2024-2025,3,1,0,0,4,0,,0,,9,0,0,1,0
yunis abdelhamid,Saint-Étienne,Ligue-1,2024-2025,414,215,14,7,641,7,0.429,4,0.5710000000000001,837,1,0,8,3
himad abdelli,Angers,Ligue-1,2024-2025,293,1149,597,49,1989,121,0.47100000000000003,61,0.504,4388,90,17,55,51
mohamed abdelmoneim,Nice,Ligue-1,2024-2025,260,331,46,3,635,4,0.25,2,0.5,822,4,0,4,3
ali abdi,Nice,Ligue-1,2024-2025,230,349,315,50,886,29,0.414,16,0.552,1003,15,9,32,14
matthis abline,Nantes,Ligue-1,2024-2025,75,382,438,142,877,86,0.40700000000000003,48,0.5579999999999999,1743,42,42,92,65
abner,Lyon,Ligue-1,2024-2025,207,361,225,22,791,12,0.5,6,0.5,1239,16,5,14,8
zakaria aboukhlal,Toulouse,Ligue-1,2024-2025,59,196,363,113,611,53,0.302,35,0.66,880,24,19,64,26
akor adams,Montpellier,Ligue-1,2024-2025,19,118,117,49,251,14,0.5,6,0.429,279,5,7,16,14
martin adeline,Reims,Ligue-1,2024-2025,8,4,2,1,14,0,,0,,9,0,1,0,0
adryelson,Lyon,Ligue-1,2024-2025,2,3,0,0,5,0,,0,,0,0,0,0,0
emmanuel agbadou,Reims,Ligue-1,2024-2025,565,474,45,4,1080,12,0.75,3,0.25,1974,9,0,9,6
jeremy agbonifo,Lens,Ligue-1,2024-2025,22,39,72,16,131,20,0.45,10,0.5,283,2,10,11,6
ruben aguilar,Lens,Ligue-1,2024-2025,253,430,320,30,996,21,0.429,9,0.429,1309,21,5,19,6
naouirou ahamada,Rennes,Ligue-1,2024-2025,12,16,3,0,31,1,0.0,1,1.0,55,1,0,1,1
jeaneudes aholou,Angers,Ligue-1,2024-2025,259,615,167,34,1032,28,0.429,12,0.429,987,8,2,32,15
ayman aiki,Saint-Étienne,Ligue-1,2024-2025,10,20,19,2,48,4,0.0,4,1.0,95,2,1,5,7
ludovic ajorque,Brest,Ligue-1,2024-2025,84,446,389,125,913,17,0.47100000000000003,9,0.529,449,11,4,60,11
umit akdag,Toulouse,Ligue-1,2024-2025,145,232,27,1,400,1,1.0,0,0.0,452,3,0,1,0
sergio akieme,Reims,Ligue-1,2024-2025,524,548,377,34,1436,31,0.419,17,0.5479999999999999,2357,36,5,31,19
maghnes akliouche,Monaco,Ligue-1,2024-2025,150,644,794,156,1565,103,0.485,50,0.485,3653,98,47,78,47
paul akouokou,Lyon,Ligue-1,2024-2025,5,13,0,0,18,0,,0,,10,0,0,1,0
clement akpa,Auxerre,Ligue-1,2024-2025,797,636,117,10,1532,23,0.348,11,0.478,2340,20,1,9,4
chuba akpom,Lille,Ligue-1,2024-2025,13,76,79,30,163,9,0.444,4,0.444,192,4,2,12,5
mohamed ali cho,Nice,Ligue-1,2024-2025,75,308,356,74,720,70,0.28600000000000003,41,0.586,1943,39,30,68,26
jim allevinah,Angers,Ligue-1,2024-2025,134,311,253,65,682,48,0.313,33,0.688,1395,34,8,38,32
thiago almada,Lyon,Ligue-1,2024-2025,136,382,318,31,831,14,0.5710000000000001,5,0.35700000000000004,1483,34,10,17,9
jordan amavi,Brest,Ligue-1,2024-2025,186,304,131,4,615,13,0.5379999999999999,6,0.462,936,18,1,9,5
kelvin amian,Nantes,Ligue-1,2024-2025,374,523,267,21,1153,22,0.591,8,0.364,1208,27,1,20,12
michael amir murillo,Marseille,Ligue-1,2024-2025,601,1205,339,33,2135,27,0.519,13,0.48100000000000004,2430,33,8,28,10
samuel amoameyaw,Strasbourg,Ligue-1,2024-2025,29,72,68,10,165,12,0.41700000000000004,4,0.33299999999999996,300,10,4,7,2
mathis amougou,Saint-Étienne,Ligue-1,2024-2025,104,218,90,9,407,16,0.313,9,0.563,585,11,2,22,8
benjamin andre,Lille,Ligue-1,2024-2025,392,1462,430,45,2267,22,0.409,11,0.5,2593,33,1,45,33
kyllian antonio,Lens,Ligue-1,2024-2025,47,54,13,1,114,2,0.5,0,0.0,132,0,1,2,2
dennis appiah,Saint-Étienne,Ligue-1,2024-2025,514,610,371,27,1486,43,0.465,22,0.512,1650,32,6,34,18
carlens arcus,Angers,Ligue-1,2024-2025,433,556,271,11,1249,18,0.444,9,0.5,1284,22,2,18,14
hakon arnar haraldsson,Lille,Ligue-1,2024-2025,111,502,533,77,1136,49,0.551,21,0.429,2002,45,11,42,13
marco asensio,Paris S-G,Ligue-1,2024-2025,20,180,182,40,377,8,0.5,3,0.375,596,13,9,3,5
lorenz assignon,Rennes,Ligue-1,2024-2025,347,706,596,80,1638,77,0.364,47,0.61,3034,72,26,56,34
dehmaine assoumani,Nantes,Ligue-1,2024-2025,12,39,27,7,77,6,0.5,3,0.5,154,2,2,7,3
valentin atangana edoa,Reims,Ligue-1,2024-2025,457,760,234,54,1433,48,0.292,29,0.604,2212,35,8,57,23
florian aye,Auxerre,Ligue-1,2024-2025,18,93,76,20,187,2,1.0,0,0.0,147,6,3,19,6
andre ayew,Le Havre,Ligue-1,2024-2025,44,207,134,40,378,13,0.385,7,0.5379999999999999,164,3,3,26,26
neil el aynaoui,Lens,Ligue-1,2024-2025,272,653,281,25,1193,21,0.23800000000000002,11,0.524,1014,13,2,25,21
shavy babicka,Toulouse,Ligue-1,2024-2025,46,145,252,53,428,37,0.297,21,0.568,871,17,14,28,18
juma bah,Lens,Ligue-1,2024-2025,270,199,12,6,480,3,1.0,0,0.0,345,2,0,4,3
theo bair,Auxerre,Ligue-1,2024-2025,27,133,147,50,306,8,0.25,6,0.75,288,4,9,18,7
mitchel bakker,Lille,Ligue-1,2024-2025,101,328,334,32,758,21,0.524,9,0.429,1132,20,7,18,11
darryl bakola,Marseille,Ligue-1,2024-2025,4,6,5,0,15,1,0.0,1,1.0,23,1,0,0,1
dilane bakwa,Strasbourg,Ligue-1,2024-2025,170,588,685,79,1420,127,0.39399999999999996,65,0.512,2934,70,42,60,34
leonardo balerdi,Marseille,Ligue-1,2024-2025,1085,1623,78,21,2767,32,0.688,10,0.313,4916,15,2,20,13
fode ballotoure,Le Havre,Ligue-1,2024-2025,138,186,59,1,377,14,0.35700000000000004,7,0.5,547,8,0,8,10
folarin balogun,Monaco,Ligue-1,2024-2025,6,91,126,51,220,18,0.222,12,0.667,408,12,12,33,13
abdoulaye bamba,Angers,Ligue-1,2024-2025,411,308,26,3,743,2,1.0,0,0.0,641,2,0,3,4
mohamed bamba,Reims,Ligue-1,2024-2025,8,12,2,0,22,0,,0,,18,1,0,0,0
valentin barco,Strasbourg,Ligue-1,2024-2025,302,443,193,15,928,20,0.45,10,0.5,1117,28,2,22,10
bradley barcola,Paris S-G,Ligue-1,2024-2025,84,393,814,214,1278,137,0.248,94,0.6859999999999999,3505,65,95,64,20
melvin bard,Nice,Ligue-1,2024-2025,470,684,302,36,1436,49,0.449,26,0.531,2686,36,10,28,15
gabriel bares,Montpellier,Ligue-1,2024-2025,10,32,8,2,49,2,0.5,1,0.5,31,0,0,0,1
teo barisic,Lyon,Ligue-1,2024-2025,2,0,0,0,2,0,,0,,0,0,0,0,0
dylan batubinsika,Saint-Étienne,Ligue-1,2024-2025,784,672,24,9,1476,9,0.667,2,0.222,2345,2,0,6,2
haris belkebla,Angers,Ligue-1,2024-2025,332,630,115,6,1064,22,0.409,10,0.455,1056,15,1,27,10
yassin belkhdim,Angers,Ligue-1,2024-2025,236,347,130,18,702,15,0.133,12,0.8,728,7,2,31,14
eliesse ben seghir,Monaco,Ligue-1,2024-2025,96,542,624,63,1242,96,0.365,55,0.573,3024,83,25,59,35
ismael bennacer,Marseille,Ligue-1,2024-2025,105,578,195,1,870,11,0.636,4,0.364,1141,24,1,7,14
said benrahma,Lyon,Ligue-1,2024-2025,44,169,240,34,447,29,0.276,20,0.69,956,20,15,15,11
nabil bentaleb,Lille,Ligue-1,2024-2025,83,149,46,2,277,0,,0,,252,3,1,2,4
lucas beraldo,Paris S-G,Ligue-1,2024-2025,870,1372,78,15,2314,1,1.0,0,0.0,3292,15,0,10,2
maxime bernauer,Saint-Étienne,Ligue-1,2024-2025,263,260,21,3,541,3,0.667,1,0.33299999999999996,1096,5,0,2,2
dimitry bertaud,Montpellier,Ligue-1,2024-2025,122,0,0,0,122,0,,0,,194,0,0,0,0
mika biereth,Monaco,Ligue-1,2024-2025,15,125,243,98,380,11,0.091,9,0.818,354,8,5,39,16
emmanuel biumla,Angers,Ligue-1,2024-2025,402,240,16,8,654,12,0.583,4,0.33299999999999996,1290,2,0,10,4
marco bizot,Brest,Ligue-1,2024-2025,1197,7,0,0,1204,0,,0,,1538,0,0,2,0
ludovic blas,Rennes,Ligue-1,2024-2025,134,535,612,105,1262,116,0.379,67,0.578,2376,46,31,71,46
augustine boakye,Saint-Étienne,Ligue-1,2024-2025,32,130,191,29,349,24,0.542,10,0.41700000000000004,579,20,9,18,25
matheo bodmer,Le Havre,Ligue-1,2024-2025,1,2,0,0,3,0,,0,,0,0,0,0,0
jeremie boga,Nice,Ligue-1,2024-2025,65,204,268,57,529,64,0.391,32,0.5,1837,37,24,18,17
moise bombito,Nice,Ligue-1,2024-2025,767,855,63,9,1673,17,0.706,4,0.235,2693,10,1,16,3
saimon bouabre,Monaco,Ligue-1,2024-2025,7,18,11,1,36,2,0.0,1,0.5,69,3,1,2,2
ayyoub bouaddi,Lille,Ligue-1,2024-2025,149,378,181,14,703,29,0.483,14,0.483,682,9,3,34,15
badredine bouanani,Nice,Ligue-1,2024-2025,53,228,299,43,570,36,0.389,19,0.528,1372,33,15,24,18
benjamin bouchouari,Saint-Étienne,Ligue-1,2024-2025,219,644,386,14,1233,53,0.509,24,0.45299999999999996,1970,23,6,34,26
hicham boudaoui,Nice,Ligue-1,2024-2025,312,806,377,45,1467,65,0.385,34,0.523,2308,45,7,38,26
justin bourgault,Brest,Ligue-1,2024-2025,25,38,20,1,83,0,,0,,84,3,0,1,1
benjamin bourigeaud,Rennes,Ligue-1,2024-2025,9,24,25,2,57,1,1.0,0,0.0,44,2,0,1,1
bilal brahimi,Nice,Ligue-1,2024-2025,7,23,19,0,49,2,0.0,2,1.0,112,3,0,0,3
lilian brassier,Marseille,Ligue-1,2024-2025,303,382,48,11,732,9,0.111,6,0.667,1109,8,0,9,4
lilian brassier,Rennes,Ligue-1,2024-2025,440,529,99,16,1058,4,0.5,0,0.0,1812,17,1,6,1
anthony briancon,Saint-Étienne,Ligue-1,2024-2025,0,0,0,0,0,0,,0,,0,0,0,0,0
aurelio buta,Reims,Ligue-1,2024-2025,348,559,299,14,1195,22,0.409,11,0.5,1237,21,4,28,7
marcin buka,Nice,Ligue-1,2024-2025,1187,9,1,1,1196,1,0.0,1,1.0,2185,0,0,2,0
remy cabella,Lille,Ligue-1,2024-2025,75,357,483,51,900,38,0.5,18,0.474,1530,35,12,16,10
mathieu cafaro,Saint-Étienne,Ligue-1,2024-2025,61,112,153,27,324,17,0.41200000000000003,9,0.529,529,8,7,16,10
duje caletacar,Lyon,Ligue-1,2024-2025,601,546,34,21,1178,2,0.5,1,0.5,1409,1,0,7,2
issiaga camara,Nice,Ligue-1,2024-2025,4,19,2,0,23,1,0.0,1,1.0,28,0,0,1,0
lamine camara,Monaco,Ligue-1,2024-2025,258,1086,413,16,1743,25,0.48,8,0.32,1914,29,3,41,23
mahdi camara,Brest,Ligue-1,2024-2025,268,841,441,78,1530,65,0.446,28,0.431,2478,40,14,38,28
ousmane camara,Angers,Ligue-1,2024-2025,81,43,2,2,126,0,,0,,196,0,0,1,1
axel camblan,Brest,Ligue-1,2024-2025,0,3,7,3,10,0,,0,,50,0,2,0,0
jaydee canvot,Toulouse,Ligue-1,2024-2025,276,322,72,8,666,10,0.7,3,0.3,928,5,1,6,8
pierrick capelle,Angers,Ligue-1,2024-2025,47,186,73,7,299,13,0.615,5,0.385,331,4,0,15,6
gabin capuano,Lens,Ligue-1,2024-2025,0,2,2,0,4,0,,0,,1,0,0,1,0
maxence caqueret,Lyon,Ligue-1,2024-2025,66,241,116,11,419,18,0.389,9,0.5,537,10,2,15,10
simon cara,Montpellier,Ligue-1,2024-2025,0,2,5,1,7,1,0.0,1,1.0,5,0,0,0,0
valentin carboni,Marseille,Ligue-1,2024-2025,6,35,40,2,81,3,0.0,3,1.0,100,4,0,2,0
irvin cardona,Saint-Étienne,Ligue-1,2024-2025,48,161,292,53,496,22,0.273,14,0.636,693,21,10,38,12
patrik carlgren,Nantes,Ligue-1,2024-2025,144,0,0,0,144,0,,0,,319,0,0,0,0
josue casimir,Le Havre,Ligue-1,2024-2025,161,301,370,76,814,48,0.45799999999999996,20,0.41700000000000004,1680,33,28,47,30
cristian casseres jr,Toulouse,Ligue-1,2024-2025,442,990,330,18,1727,38,0.579,13,0.342,1955,27,4,39,12
jeancharles castelletto,Nantes,Ligue-1,2024-2025,763,824,99,21,1682,3,1.0,0,0.0,2020,14,2,16,4
enzo caumont,Angers,Ligue-1,2024-2025,7,6,7,0,20,0,,0,,24,0,0,0,0
fabien centonze,Nantes,Ligue-1,2024-2025,49,62,74,4,184,7,0.28600000000000003,4,0.5710000000000001,275,5,0,4,2
brendan chardonnet,Brest,Ligue-1,2024-2025,864,615,46,25,1521,0,,0,,1835,6,1,7,0
jhoanner chavez,Lens,Ligue-1,2024-2025,107,145,125,15,373,6,0.5,3,0.5,403,6,3,11,8
theo chennahi,Montpellier,Ligue-1,2024-2025,39,36,17,1,91,3,0.0,3,1.0,92,1,0,1,1
sidiki cherif,Angers,Ligue-1,2024-2025,7,50,51,12,107,12,0.25,8,0.667,183,5,3,11,9
rayan cherki,Lyon,Ligue-1,2024-2025,120,653,826,132,1573,97,0.495,43,0.44299999999999995,3610,91,41,48,43
lucas chevalier,Lille,Ligue-1,2024-2025,1144,7,0,0,1150,0,,0,,2320,0,0,0,0
pedro chirivella,Nantes,Ligue-1,2024-2025,366,1150,240,3,1740,7,0.429,4,0.5710000000000001,1939,14,1,15,7
joris chotard,Montpellier,Ligue-1,2024-2025,296,560,162,9,1012,16,0.5,8,0.5,970,13,0,15,11
djaoui cisse,Rennes,Ligue-1,2024-2025,149,436,188,3,755,18,0.722,4,0.222,1292,25,0,14,13
yoann cisse,Auxerre,Ligue-1,2024-2025,0,3,5,0,8,0,,0,,2,0,0,1,0
jonathan clauss,Nice,Ligue-1,2024-2025,384,638,669,68,1675,28,0.39299999999999996,16,0.5710000000000001,1994,26,9,36,8
marcus coco,Nantes,Ligue-1,2024-2025,198,295,119,4,608,10,0.3,7,0.7,583,9,1,11,6
alois confais,Le Havre,Ligue-1,2024-2025,1,1,0,0,2,0,,0,,0,0,0,0,0
francis coquelin,Nantes,Ligue-1,2024-2025,23,75,30,6,128,1,1.0,0,0.0,95,2,1,3,2
derek cornelius,Marseille,Ligue-1,2024-2025,532,883,81,14,1493,2,0.0,2,1.0,2384,13,0,8,2
pierre cornud,Saint-Étienne,Ligue-1,2024-2025,171,154,78,0,397,7,0.28600000000000003,5,0.7140000000000001,459,8,0,4,2
david costa,Lens,Ligue-1,2024-2025,17,86,100,15,200,9,0.222,7,0.778,500,12,4,11,5
logan costa,Toulouse,Ligue-1,2024-2025,34,33,3,0,69,0,,0,,115,0,0,0,1
gregoire coudert,Brest,Ligue-1,2024-2025,74,0,0,0,74,0,,0,,211,0,0,0,0
lasso coulibaly,Auxerre,Ligue-1,2024-2025,3,6,13,3,21,3,0.33299999999999996,2,0.667,22,0,1,1,0
mamadou coulibaly,Monaco,Ligue-1,2024-2025,1,5,3,0,9,2,0.5,0,0.0,10,0,0,1,0
soumaila coulibaly,Brest,Ligue-1,2024-2025,211,150,10,5,370,2,0.0,2,1.0,471,2,0,3,0
tanguy coulibaly,Montpellier,Ligue-1,2024-2025,95,228,272,65,583,54,0.537,20,0.37,1195,26,20,51,31
marius courcoul,Angers,Ligue-1,2024-2025,59,100,34,1,191,5,0.2,4,0.8,191,1,0,4,0
nicolas cozza,Nantes,Ligue-1,2024-2025,373,424,257,30,1044,20,0.25,14,0.7,921,10,1,30,6
charlie cresswell,Toulouse,Ligue-1,2024-2025,1044,801,89,56,1920,11,0.273,7,0.636,1800,7,1,20,3
kevin danois,Auxerre,Ligue-1,2024-2025,197,470,256,37,912,41,0.512,19,0.46299999999999997,1230,19,5,25,24
kevin danso,Lens,Ligue-1,2024-2025,417,474,62,17,946,6,0.16699999999999998,3,0.5,1602,17,0,12,6
dante,Nice,Ligue-1,2024-2025,795,785,81,19,1651,15,0.4,7,0.467,2469,10,1,16,5
pape daouda diongue,Strasbourg,Ligue-1,2024-2025,18,44,16,5,78,4,0.0,4,1.0,71,2,0,3,1
mohamed daramy,Reims,Ligue-1,2024-2025,1,4,3,3,8,0,,0,,45,0,3,2,1
jonathan david,Lille,Ligue-1,2024-2025,56,396,507,145,945,42,0.47600000000000003,20,0.47600000000000003,1154,25,20,68,40
zuriko davitashvili,Saint-Étienne,Ligue-1,2024-2025,138,478,710,123,1296,123,0.374,71,0.5770000000000001,2388,56,47,74,57
theo de percin,Auxerre,Ligue-1,2024-2025,66,2,0,0,68,0,,0,,118,0,0,0,0
thibault de smet,Reims,Ligue-1,2024-2025,79,62,6,1,146,1,0.0,1,1.0,212,0,0,2,0
amar dedic,Marseille,Ligue-1,2024-2025,41,104,141,17,282,19,0.474,10,0.526,748,12,5,8,8
romain del castillo,Brest,Ligue-1,2024-2025,69,392,393,41,836,44,0.43200000000000005,25,0.568,951,26,7,36,17
thomas delaine,Strasbourg,Ligue-1,2024-2025,5,2,1,0,8,0,,0,,5,1,0,0,0
andy delort,Montpellier,Ligue-1,2024-2025,12,69,91,24,171,5,0.6,2,0.4,172,2,2,16,8
ousmane dembele,Paris S-G,Ligue-1,2024-2025,47,481,805,161,1322,95,0.442,51,0.537,3447,87,66,41,32
remy descamps,Lyon,Ligue-1,2024-2025,32,2,0,0,34,0,,0,,54,0,0,0,0
arthur desmas,Le Havre,Ligue-1,2024-2025,556,5,0,0,561,0,,0,,1078,0,0,2,0
mamadou diakhon,Reims,Ligue-1,2024-2025,42,137,217,46,379,61,0.41,31,0.508,1568,37,32,29,13
bafode diakite,Lille,Ligue-1,2024-2025,973,1416,92,21,2475,9,1.0,0,0.0,4516,15,0,13,6
oumar diakite,Reims,Ligue-1,2024-2025,73,282,239,57,579,57,0.35100000000000003,35,0.614,728,20,4,64,38
habib diarra,Strasbourg,Ligue-1,2024-2025,276,610,342,42,1212,49,0.265,32,0.653,1837,37,12,30,22
krepin diatta,Monaco,Ligue-1,2024-2025,72,192,114,9,373,13,0.615,4,0.308,693,13,1,10,2
kandet diawara,Le Havre,Ligue-1,2024-2025,1,3,0,0,4,0,,0,,0,0,0,0,2
mahamadou diawara,Le Havre,Ligue-1,2024-2025,85,159,84,11,321,13,0.462,5,0.385,502,5,0,8,7
mahamadou diawara,Lyon,Ligue-1,2024-2025,0,8,2,1,9,0,,0,,28,1,0,0,1
bamba dieng,Angers,Ligue-1,2024-2025,14,58,86,24,156,14,0.14300000000000002,11,0.7859999999999999,194,5,3,11,10
kembo diliwidi,Lens,Ligue-1,2024-2025,0,1,3,1,4,1,0.0,1,1.0,0,0,0,0,0
sinaly diomande,Auxerre,Ligue-1,2024-2025,651,521,56,12,1223,14,0.5710000000000001,4,0.28600000000000003,1679,5,0,12,6
lois diony,Angers,Ligue-1,2024-2025,0,1,5,2,6,0,,0,,0,0,0,2,0
serigne diop,Brest,Ligue-1,2024-2025,0,5,1,0,6,0,,0,,0,0,0,2,0
sofiane diop,Nice,Ligue-1,2024-2025,101,347,277,35,714,31,0.32299999999999995,20,0.645,944,19,4,20,18
andy diouf,Lens,Ligue-1,2024-2025,158,741,505,51,1367,87,0.494,37,0.425,2776,74,10,75,42
yehvann diouf,Reims,Ligue-1,2024-2025,1304,19,1,1,1324,2,1.0,0,0.0,2108,0,0,2,0
assane diousse,Auxerre,Ligue-1,2024-2025,115,271,52,4,431,6,0.33299999999999996,3,0.5,400,5,1,6,4
alex dominguez,Toulouse,Ligue-1,2024-2025,11,0,0,0,11,0,,0,,5,0,0,0,0
gianluigi donnarumma,Paris S-G,Ligue-1,2024-2025,665,12,0,0,677,0,,0,,1055,0,0,0,0
sekou doucoure,Nantes,Ligue-1,2024-2025,4,4,0,0,8,0,,0,,4,0,0,0,0
desire doue,Paris S-G,Ligue-1,2024-2025,137,646,701,123,1461,129,0.442,61,0.473,3076,50,47,54,37
guela doue,Strasbourg,Ligue-1,2024-2025,1004,1150,287,31,2421,41,0.659,14,0.341,3109,22,4,43,13
douglas,Nantes,Ligue-1,2024-2025,363,886,238,44,1478,20,0.6,7,0.35,1533,10,1,18,14
ismael doukoure,Strasbourg,Ligue-1,2024-2025,847,1022,84,7,1944,17,0.765,4,0.235,2653,5,0,21,18
kamory doumbia,Brest,Ligue-1,2024-2025,149,498,260,34,895,35,0.5429999999999999,16,0.457,1007,20,3,42,24
amidou doumbouya,Nice,Ligue-1,2024-2025,13,13,5,0,31,1,1.0,0,0.0,36,0,0,0,1
jeankevin duverne,Nantes,Ligue-1,2024-2025,132,185,61,3,378,5,0.4,1,0.2,327,8,1,6,3
stefan dzodic,Montpellier,Ligue-1,2024-2025,80,110,20,2,210,0,,0,,406,3,0,0,1
aron dnnum,Toulouse,Ligue-1,2024-2025,318,693,560,72,1542,104,0.452,48,0.462,3249,52,26,44,38
noah edjouma,Toulouse,Ligue-1,2024-2025,10,27,55,13,90,14,0.28600000000000003,10,0.7140000000000001,178,7,2,7,6
jacques ekomie,Angers,Ligue-1,2024-2025,99,128,134,7,358,21,0.19,13,0.619,375,14,0,9,12
pierre ekwah elimby,Saint-Étienne,Ligue-1,2024-2025,560,1095,250,7,1885,32,0.563,12,0.375,2004,14,1,29,17
meschak elia,Nantes,Ligue-1,2024-2025,18,36,47,8,99,11,0.182,9,0.818,180,3,2,7,2
breel embolo,Monaco,Ligue-1,2024-2025,57,289,329,121,668,42,0.33299999999999996,25,0.595,715,15,12,64,53
emanuel emegha,Strasbourg,Ligue-1,2024-2025,86,249,249,99,577,28,0.25,20,0.7140000000000001,860,20,32,59,30
romain faivre,Brest,Ligue-1,2024-2025,58,231,198,34,478,42,0.405,22,0.524,928,23,9,13,7
khalil fayad,Montpellier,Ligue-1,2024-2025,129,367,175,17,663,38,0.447,20,0.526,923,15,7,18,13
luiz felipe,Marseille,Ligue-1,2024-2025,36,46,5,0,86,2,0.5,1,0.5,95,0,0,1,0
zinedine ferhat,Angers,Ligue-1,2024-2025,67,257,231,19,550,22,0.455,10,0.455,553,10,4,21,15
edimilson fernandes,Brest,Ligue-1,2024-2025,231,384,76,7,684,4,0.75,1,0.25,1052,9,0,17,9
matias fernandezpardo,Lille,Ligue-1,2024-2025,38,137,267,51,429,50,0.4,26,0.52,1270,30,26,23,13
jordan ferri,Montpellier,Ligue-1,2024-2025,316,869,265,13,1433,28,0.321,16,0.5710000000000001,1663,16,2,16,27
karol fila,Strasbourg,Ligue-1,2024-2025,2,2,0,0,4,0,,0,,1,0,0,0,0
malick fofana,Lyon,Ligue-1,2024-2025,79,284,487,95,828,59,0.40700000000000003,31,0.525,2643,57,39,36,18
rayan fofana,Lens,Ligue-1,2024-2025,3,7,5,0,14,1,0.0,1,1.0,3,0,0,1,0
seko fofana,Rennes,Ligue-1,2024-2025,80,360,204,25,640,24,0.5,11,0.45799999999999996,1132,18,5,9,6
yahia fofana,Angers,Ligue-1,2024-2025,1104,6,0,0,1110,2,1.0,0,0.0,2288,0,0,0,0
lamine fomba,Saint-Étienne,Ligue-1,2024-2025,29,117,39,3,183,3,0.667,1,0.33299999999999996,291,5,0,8,2
przemysaw frankowski,Lens,Ligue-1,2024-2025,240,546,454,38,1228,16,0.375,9,0.563,1514,35,2,16,8
angelo fulgini,Lens,Ligue-1,2024-2025,87,340,381,50,801,38,0.289,24,0.632,1283,26,8,28,24
kyogo furuhashi,Rennes,Ligue-1,2024-2025,4,8,8,2,20,0,,0,,18,0,0,3,1
gauthier gallon,Rennes,Ligue-1,2024-2025,18,1,0,0,19,0,,0,,45,0,0,0,0
ignatius ganago,Nantes,Ligue-1,2024-2025,16,48,49,15,112,11,0.455,5,0.455,153,5,4,8,3
ulisses garcia,Marseille,Ligue-1,2024-2025,152,357,206,21,712,18,0.389,11,0.611,858,10,1,15,11
jeanphilippe gbamin,Nantes,Ligue-1,2024-2025,26,97,21,4,143,2,0.5,1,0.5,124,2,0,5,1
mory gbane,Reims,Ligue-1,2024-2025,339,302,59,7,694,7,0.7140000000000001,2,0.28600000000000003,1025,12,0,8,4
yann gboho,Toulouse,Ligue-1,2024-2025,84,402,494,124,953,122,0.41,66,0.541,2956,74,37,66,50
denis genreau,Toulouse,Ligue-1,2024-2025,26,68,67,7,160,3,0.33299999999999996,2,0.667,254,6,1,5,4
aleksandr golovin,Monaco,Ligue-1,2024-2025,108,444,302,31,840,37,0.595,12,0.324,1536,36,9,27,18
