Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
stefan ortega,Manchester City,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
william osula,Newcastle Utd,Premier-League,2024-2025,4,1,0.25,0.2,0.2,0.04,0.8
dango ouattara,Bournemouth,Premier-League,2024-2025,62,20,0.11,8.4,8.4,0.14,-1.4
nico oreilly,Manchester City,Premier-League,2024-2025,8,3,0.25,1.3,1.3,0.16,0.7
alex palmer,Ipswich Town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
cole palmer,Chelsea,Premier-League,2024-2025,121,44,0.09,17.3,13.3,0.11,-2.3
emerson palmieri,West Ham,Premier-League,2024-2025,16,7,0.13,2.0,2.0,0.12,0.0
lucas paqueta,West Ham,Premier-League,2024-2025,39,3,0.05,5.3,3.7,0.1,-1.3
thomas partey,Arsenal,Premier-League,2024-2025,26,9,0.15,2.3,2.3,0.09,1.7
nathan patterson,Everton,Premier-League,2024-2025,1,0,0.0,0.1,0.1,0.07,-0.1
andreas pereira,Fulham,Premier-League,2024-2025,38,8,0.05,3.8,3.0,0.08,-1.8
ricardo pereira,Leicester City,Premier-League,2024-2025,2,1,0.0,0.1,0.1,0.05,-0.1
kalvin phillips,Ipswich Town,Premier-League,2024-2025,11,2,0.0,0.4,0.4,0.04,-0.4
jaden philogene bidace,Aston Villa,Premier-League,2024-2025,7,0,0.0,0.5,0.5,0.07,-0.5
jaden philogene bidace,Ipswich Town,Premier-League,2024-2025,12,5,0.17,2.0,2.0,0.17,0.0
jordan pickford,Everton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ethan pinnock,Brentford,Premier-League,2024-2025,10,6,0.2,1.1,1.1,0.11,0.9
daniel podence,Wolves,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
alfie pond,Wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
nick pope,Newcastle Utd,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
pedro porro,Tottenham,Premier-League,2024-2025,39,8,0.05,1.6,1.6,0.04,0.4
jarell quansah,Liverpool,Premier-League,2024-2025,1,0,0.0,0.1,0.1,0.1,-0.1
hakon rafn valdimarsson,Brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
aaron ramsdale,Southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jacob ramsey,Aston Villa,Premier-League,2024-2025,19,4,0.05,1.6,1.6,0.08,-0.6
marcus rashford,Manchester Utd,Premier-League,2024-2025,16,9,0.25,1.7,1.7,0.11,2.3
marcus rashford,Aston Villa,Premier-League,2024-2025,18,5,0.06,3.1,2.3,0.13,-1.1
david raya,Arsenal,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
harrison reed,Fulham,Premier-League,2024-2025,3,2,0.0,0.2,0.2,0.08,-0.2
remy reesdottin,Bournemouth,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
sergio reguilon,Tottenham,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.06,-0.1
vitor reis,Manchester City,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
chadi riad,Crystal Palace,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
declan rice,Arsenal,Premier-League,2024-2025,48,14,0.08,3.5,3.5,0.07,0.5
chris richards,Crystal Palace,Premier-League,2024-2025,12,6,0.08,1.4,1.4,0.12,-0.4
richarlison,Tottenham,Premier-League,2024-2025,17,7,0.24,3.7,3.7,0.22,0.3
andrew robertson,Liverpool,Premier-League,2024-2025,15,2,0.0,1.2,1.2,0.08,-1.2
antonee robinson,Fulham,Premier-League,2024-2025,16,2,0.0,0.7,0.7,0.04,-0.7
jay robinson,Southampton,Premier-League,2024-2025,1,1,0.0,0.0,0.0,0.05,0.0
rodri,Manchester City,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
guido rodriguez,West Ham,Premier-League,2024-2025,8,1,0.0,0.2,0.2,0.03,-0.2
mads roerslev,Brentford,Premier-League,2024-2025,5,2,0.0,0.2,0.2,0.04,-0.2
morgan rogers,Aston Villa,Premier-League,2024-2025,55,20,0.15,6.6,6.6,0.12,1.4
cristian romero,Tottenham,Premier-League,2024-2025,16,8,0.06,1.6,1.6,0.1,-0.6
georginio rutter,Brighton,Premier-League,2024-2025,50,12,0.1,4.6,4.6,0.09,0.4
jose sa,Wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
bukayo saka,Arsenal,Premier-League,2024-2025,66,22,0.08,6.8,6.0,0.09,-0.8
mohamed salah,Liverpool,Premier-League,2024-2025,121,50,0.17,25.2,18.2,0.15,3.8
william saliba,Arsenal,Premier-League,2024-2025,6,2,0.33,2.3,2.3,0.38,-0.3
robert sanchez,Chelsea,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jadon sancho,Chelsea,Premier-League,2024-2025,24,8,0.13,2.2,2.2,0.09,0.8
ibrahim sangare,Nott'ham Forest,Premier-League,2024-2025,1,1,0.0,0.0,0.0,0.02,0.0
pablo sarabia,Wolves,Premier-League,2024-2025,17,8,0.18,2.9,2.9,0.17,0.1
jeremy sarmiento,Brighton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ismaila sarr,Crystal Palace,Premier-League,2024-2025,59,29,0.14,10.7,10.7,0.19,-2.7
savio,Manchester City,Premier-League,2024-2025,55,21,0.02,5.0,5.0,0.09,-4.0
oliver scarles,West Ham,Premier-League,2024-2025,3,0,0.0,0.1,0.1,0.04,-0.1
dane scarlett,Tottenham,Premier-League,2024-2025,1,1,0.0,0.0,0.0,0.04,0.0
kevin schade,Brentford,Premier-League,2024-2025,55,27,0.2,8.2,8.2,0.15,2.8
fabian schar,Newcastle Utd,Premier-League,2024-2025,40,11,0.1,3.7,3.7,0.09,0.3
jeffrey schlupp,Crystal Palace,Premier-League,2024-2025,4,2,0.0,0.2,0.2,0.04,-0.2
alex scott,Bournemouth,Premier-League,2024-2025,15,6,0.0,0.7,0.7,0.05,-0.7
matz sels,Nott'ham Forest,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
nelson semedo,Wolves,Premier-League,2024-2025,18,7,0.0,0.9,0.9,0.05,-0.9
antoine semenyo,Bournemouth,Premier-League,2024-2025,125,40,0.09,10.0,10.0,0.08,1.0
marcos senesi,Bournemouth,Premier-League,2024-2025,3,0,0.0,0.8,0.8,0.28,-0.8
ryan sessegnon,Fulham,Premier-League,2024-2025,14,8,0.29,1.6,1.6,0.12,2.4
luke shaw,Manchester Utd,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
zain silcottduberry,Bournemouth,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
bernardo silva,Manchester City,Premier-League,2024-2025,32,11,0.13,3.9,3.9,0.12,0.1
jota silva,Nott'ham Forest,Premier-League,2024-2025,23,7,0.13,2.1,2.1,0.09,0.9
eric da silva moreira,Nott'ham Forest,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jahmai simpsonpusey,Manchester City,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
luis sinisterra,Bournemouth,Premier-League,2024-2025,13,6,0.08,1.2,1.2,0.09,-0.2
oliver skipp,Leicester City,Premier-League,2024-2025,5,1,0.0,0.4,0.4,0.07,-0.4
william smallbone,Southampton,Premier-League,2024-2025,7,1,0.14,0.6,0.6,0.08,0.4
adam smith,Bournemouth,Premier-League,2024-2025,3,0,0.0,0.7,0.7,0.22,-0.7
emile smith rowe,Fulham,Premier-League,2024-2025,37,11,0.16,4.5,4.5,0.12,1.5
dominic solanke,Tottenham,Premier-League,2024-2025,59,24,0.14,10.9,10.1,0.17,-1.9
carlos soler,West Ham,Premier-League,2024-2025,25,8,0.04,1.8,1.8,0.07,-0.8
julio soler,Bournemouth,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ramon sosa,Nott'ham Forest,Premier-League,2024-2025,11,5,0.09,1.0,1.0,0.09,0.0
tomas soucek,West Ham,Premier-League,2024-2025,55,17,0.16,6.7,6.7,0.13,2.3
boubakary soumare,Leicester City,Premier-League,2024-2025,7,0,0.0,0.3,0.3,0.04,-0.3
djed spence,Tottenham,Premier-League,2024-2025,10,3,0.1,0.6,0.6,0.06,0.4
jay stansfield,Fulham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jason steele,Brighton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jack stephens,Southampton,Premier-League,2024-2025,4,2,0.25,0.6,0.6,0.14,0.4
raheem sterling,Arsenal,Premier-League,2024-2025,11,0,0.0,1.4,1.4,0.13,-1.4
ross stewart,Southampton,Premier-League,2024-2025,9,2,0.11,1.1,1.1,0.12,-0.1
jakub stolarczyk,Leicester City,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
john stones,Manchester City,Premier-League,2024-2025,2,2,1.0,0.4,0.4,0.22,1.6
jrgen strand larsen,Wolves,Premier-League,2024-2025,54,33,0.26,10.3,10.3,0.19,3.7
yukinari sugawara,Southampton,Premier-League,2024-2025,14,5,0.07,0.5,0.5,0.03,0.5
kamaldeen sulemana,Southampton,Premier-League,2024-2025,29,8,0.03,1.5,1.5,0.05,-0.5
crysencio summerville,West Ham,Premier-League,2024-2025,14,4,0.07,1.6,1.6,0.12,-0.6
sammie szmodics,Ipswich Town,Premier-League,2024-2025,21,12,0.19,3.4,3.4,0.16,0.6
dominik szoboszlai,Liverpool,Premier-League,2024-2025,67,22,0.09,7.3,7.3,0.11,-1.3
matt targett,Newcastle Utd,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
james tarkowski,Everton,Premier-League,2024-2025,15,4,0.07,1.3,1.3,0.09,-0.3
marcus tavernier,Bournemouth,Premier-League,2024-2025,57,17,0.05,5.5,5.5,0.1,-2.5
charlie taylor,Southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jack taylor,Ipswich Town,Premier-League,2024-2025,19,4,0.05,0.7,0.7,0.04,0.3
mathys tel,Tottenham,Premier-League,2024-2025,22,8,0.05,3.0,2.2,0.1,-1.0
kenny tete,Fulham,Premier-League,2024-2025,24,2,0.0,1.4,1.4,0.06,-1.4
thiago,Brentford,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.06,-0.1
luke thomas,Leicester City,Premier-League,2024-2025,5,0,0.0,0.4,0.4,0.07,-0.4
youri tielemans,Aston Villa,Premier-League,2024-2025,40,12,0.08,3.3,2.5,0.06,-0.3
kieran tierney,Arsenal,Premier-League,2024-2025,2,1,0.5,0.4,0.4,0.18,0.6
jurrien timber,Arsenal,Premier-League,2024-2025,14,4,0.07,1.2,1.2,0.09,-0.2
jeanclair todibo,West Ham,Premier-League,2024-2025,5,0,0.0,0.4,0.4,0.07,-0.4
harry toffolo,Nott'ham Forest,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
takehiro tomiyasu,Arsenal,Premier-League,2024-2025,1,0,0.0,0.2,0.2,0.18,-0.2
sandro tonali,Newcastle Utd,Premier-League,2024-2025,35,12,0.11,4.4,4.4,0.13,-0.4
pau torres,Aston Villa,Premier-League,2024-2025,8,2,0.0,0.5,0.5,0.06,-0.5
conor townsend,Ipswich Town,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
adama traore,Fulham,Premier-League,2024-2025,39,12,0.05,4.0,4.0,0.1,-2.0
boubacar traore,Wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
mark travers,Bournemouth,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ryan trevitt,Brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
kieran trippier,Newcastle Utd,Premier-League,2024-2025,4,0,0.0,0.1,0.1,0.03,-0.1
leandro trossard,Arsenal,Premier-League,2024-2025,72,21,0.11,7.2,7.2,0.1,0.8
kostas tsimikas,Liverpool,Premier-League,2024-2025,4,2,0.0,0.4,0.4,0.1,-0.4
axel tuanzebe,Ipswich Town,Premier-League,2024-2025,4,0,0.0,0.2,0.2,0.05,-0.2
destiny udogie,Tottenham,Premier-League,2024-2025,5,1,0.0,0.3,0.3,0.06,-0.3
manuel ugarte ribeiro,Manchester Utd,Premier-League,2024-2025,19,4,0.05,1.0,1.0,0.05,0.0
lesley ugochukwu,Southampton,Premier-League,2024-2025,10,1,0.1,0.9,0.9,0.09,0.1
enes unal,Bournemouth,Premier-League,2024-2025,20,7,0.1,2.7,2.7,0.14,-0.7
virgil van dijk,Liverpool,Premier-League,2024-2025,27,8,0.11,2.2,2.2,0.08,0.8
jamie vardy,Leicester City,Premier-League,2024-2025,56,23,0.14,11.2,9.6,0.17,-2.2
renato veiga,Chelsea,Premier-League,2024-2025,3,1,0.0,0.1,0.1,0.05,-0.1
joel veltman,Brighton,Premier-League,2024-2025,6,1,0.0,0.5,0.5,0.08,-0.5
micky van de ven,Tottenham,Premier-League,2024-2025,6,2,0.0,0.6,0.6,0.09,-0.6
bart verbruggen,Brighton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jannik vestergaard,Leicester City,Premier-League,2024-2025,3,2,0.0,0.1,0.1,0.03,-0.1
guglielmo vicario,Tottenham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
carlos vinicius,Fulham,Premier-League,2024-2025,1,1,0.0,0.0,0.0,0.04,0.0
kyle walker,Manchester City,Premier-League,2024-2025,5,2,0.0,0.1,0.1,0.03,-0.1
kyle walkerpeters,Southampton,Premier-League,2024-2025,20,6,0.0,0.8,0.8,0.04,-0.8
christian walton,Ipswich Town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
aaron wanbissaka,West Ham,Premier-League,2024-2025,16,5,0.13,1.2,1.2,0.07,0.8
danny ward,Leicester City,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
joel ward,Crystal Palace,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
james wardprowse,West Ham,Premier-League,2024-2025,13,5,0.08,1.6,1.6,0.13,-0.6
james wardprowse,Nott'ham Forest,Premier-League,2024-2025,2,1,0.0,0.1,0.1,0.03,-0.1
ollie watkins,Aston Villa,Premier-League,2024-2025,82,36,0.17,15.3,13.8,0.17,0.7
adam webster,Brighton,Premier-League,2024-2025,5,1,0.0,0.2,0.2,0.05,-0.2
danny welbeck,Brighton,Premier-League,2024-2025,59,23,0.15,9.6,8.8,0.15,0.4
welington,Southampton,Premier-League,2024-2025,3,0,0.0,0.0,0.0,0.01,0.0
timo werner,Tottenham,Premier-League,2024-2025,8,3,0.0,1.0,1.0,0.12,-1.0
adam wharton,Crystal Palace,Premier-League,2024-2025,13,5,0.0,0.4,0.4,0.03,-0.4
ben white,Arsenal,Premier-League,2024-2025,9,2,0.0,0.5,0.5,0.05,-0.5
mats wieffer,Brighton,Premier-League,2024-2025,9,4,0.11,0.8,0.8,0.08,0.2
neco williams,Nott'ham Forest,Premier-League,2024-2025,37,7,0.03,2.3,2.3,0.06,-1.3
willian,Fulham,Premier-League,2024-2025,7,0,0.0,0.3,0.3,0.04,-0.3
joe willock,Newcastle Utd,Premier-League,2024-2025,18,3,0.0,1.6,1.6,0.09,-1.6
callum wilson,Newcastle Utd,Premier-League,2024-2025,6,1,0.0,0.4,0.4,0.06,-0.4
harry wilson,Fulham,Premier-League,2024-2025,43,17,0.14,4.2,4.2,0.1,1.8
harry winks,Leicester City,Premier-League,2024-2025,10,4,0.0,0.2,0.2,0.02,-0.2
ben winterburn,Bournemouth,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
yoane wissa,Brentford,Premier-League,2024-2025,90,41,0.21,18.5,18.5,0.21,0.5
chris wood,Nott'ham Forest,Premier-League,2024-2025,65,32,0.26,13.4,11.0,0.17,6.6
nathan woodgordon,Southampton,Premier-League,2024-2025,2,0,0.0,0.2,0.2,0.12,-0.2
luke woolfenden,Ipswich Town,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
yehor yarmoliuk,Brentford,Premier-League,2024-2025,9,2,0.0,0.6,0.6,0.07,-0.6
ryan yates,Nott'ham Forest,Premier-League,2024-2025,33,9,0.06,2.3,2.3,0.07,-0.3
leny yoro,Manchester Utd,Premier-League,2024-2025,5,1,0.0,0.7,0.7,0.15,-0.7
ashley young,Everton,Premier-League,2024-2025,6,3,0.17,0.3,0.3,0.04,0.7
illia zabarnyi,Bournemouth,Premier-League,2024-2025,12,1,0.0,1.3,1.3,0.11,-1.3
oleksandr zinchenko,Arsenal,Premier-League,2024-2025,10,0,0.0,0.6,0.6,0.07,-0.6
joshua zirkzee,Manchester Utd,Premier-League,2024-2025,28,11,0.11,4.8,4.8,0.17,-1.8
martin degaard,Arsenal,Premier-League,2024-2025,48,15,0.04,4.8,4.0,0.08,-1.8
james abankwah,Udinese,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.06,-0.1
saud abdulhamid,Roma,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
oliver abildgaard,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tammy abraham,Roma,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tammy abraham,Milan,Serie-A,2024-2025,26,11,0.08,7.1,5.4,0.21,-4.1
federico accornero,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
francesco acerbi,Inter,Serie-A,2024-2025,5,1,0.0,0.4,0.4,0.08,-0.4
che adams,Torino,Serie-A,2024-2025,63,25,0.14,9.0,8.2,0.13,0.0
yacine adli,Fiorentina,Serie-A,2024-2025,14,5,0.29,1.0,1.0,0.07,3.0
vasilije adzic,Juventus,Serie-A,2024-2025,1,1,0.0,0.0,0.0,0.03,0.0
michel aebischer,Bologna,Serie-A,2024-2025,10,5,0.0,0.4,0.4,0.04,-0.4
honest ahanor,Genoa,Serie-A,2024-2025,3,1,0.0,0.5,0.5,0.17,-0.5
junior ajayi,Hellas Verona,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
jeandaniel akpaakpro,Monza,Serie-A,2024-2025,4,2,0.0,0.3,0.3,0.08,-0.3
david akpan ankeye,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
faride alidou,Hellas Verona,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
dele alli,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
pontus almqvist,Parma,Serie-A,2024-2025,26,9,0.04,2.1,2.1,0.08,-1.1
giorgio altare,Venezia,Serie-A,2024-2025,3,1,0.0,0.2,0.2,0.05,-0.2
sofyan amrabat,Fiorentina,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
angelino,Roma,Serie-A,2024-2025,24,6,0.08,1.4,1.4,0.06,0.6
lorenzo anghele,Juventus,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
faustino anjorin,Empoli,Serie-A,2024-2025,23,7,0.09,0.9,0.9,0.04,1.1
marko arnautovic,Inter,Serie-A,2024-2025,14,6,0.29,3.3,3.3,0.23,0.7
kristjan asllani,Inter,Serie-A,2024-2025,14,3,0.0,2.5,0.9,0.06,-0.5
arthur atta,Udinese,Serie-A,2024-2025,26,7,0.0,1.3,1.3,0.05,-1.3
emil audero,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tommaso augello,Cagliari,Serie-A,2024-2025,8,0,0.0,0.3,0.3,0.03,-0.3
carlos augusto,Inter,Serie-A,2024-2025,24,6,0.13,2.8,2.8,0.12,0.2
yann aurel bisseck,Inter,Serie-A,2024-2025,21,5,0.14,2.6,2.6,0.12,0.4
paulo azzi,Cagliari,Serie-A,2024-2025,8,3,0.0,0.5,0.5,0.07,-0.5
oussama el azzouzi,Bologna,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
jacopo bacci,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
milan badelj,Genoa,Serie-A,2024-2025,14,2,0.07,1.0,1.0,0.07,0.0
mitchel bakker,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tommaso baldanzi,Roma,Serie-A,2024-2025,20,4,0.05,1.4,1.4,0.07,-0.4
keita balde,Monza,Serie-A,2024-2025,14,5,0.14,1.1,1.1,0.08,0.9
botond balogh,Parma,Serie-A,2024-2025,3,0,0.0,0.4,0.4,0.14,-0.4
mario balotelli,Genoa,Serie-A,2024-2025,2,0,0.0,0.0,0.0,0.02,0.0
lameck banda,Lecce,Serie-A,2024-2025,17,4,0.0,1.2,1.2,0.07,-1.2
daniel bandeira,Hellas Verona,Serie-A,2024-2025,2,1,0.0,0.0,0.0,0.02,0.0
mattia bani,Genoa,Serie-A,2024-2025,8,3,0.0,1.2,1.2,0.15,-1.2
antonin barak,Fiorentina,Serie-A,2024-2025,2,2,0.0,0.1,0.1,0.04,-0.1
federico barba,Como,Serie-A,2024-2025,2,1,0.0,0.2,0.2,0.1,-0.2
nicolo barella,Inter,Serie-A,2024-2025,43,9,0.07,2.2,2.2,0.05,0.8
davide bartesaghi,Milan,Serie-A,2024-2025,1,1,0.0,0.0,0.0,0.01,0.0
federico baschirotto,Lecce,Serie-A,2024-2025,22,8,0.09,1.2,1.2,0.06,0.8
daniele baselli,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
alessandro bastoni,Inter,Serie-A,2024-2025,13,2,0.08,0.8,0.8,0.06,0.2
reda belahyane,Hellas Verona,Serie-A,2024-2025,6,2,0.0,0.2,0.2,0.04,-0.2
reda belahyane,Lazio,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
raoul bellanova,Torino,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
raoul bellanova,Atalanta,Serie-A,2024-2025,18,5,0.0,1.1,1.1,0.06,-1.1
andrea belotti,Como,Serie-A,2024-2025,19,3,0.11,2.5,2.5,0.13,-0.5
lucas beltran,Fiorentina,Serie-A,2024-2025,26,6,0.12,5.4,3.1,0.12,-0.4
adrian benedyczak,Parma,Serie-A,2024-2025,3,0,0.0,0.3,0.3,0.08,-0.3
ismael bennacer,Milan,Serie-A,2024-2025,3,2,0.0,0.1,0.1,0.03,-0.1
medon berisha,Lecce,Serie-A,2024-2025,24,6,0.0,0.7,0.7,0.03,-0.7
adrian bernabe,Parma,Serie-A,2024-2025,27,5,0.04,1.3,1.3,0.05,-0.3
antoine bernede,Hellas Verona,Serie-A,2024-2025,4,2,0.25,0.8,0.8,0.19,0.2
sam beukema,Bologna,Serie-A,2024-2025,15,4,0.0,1.5,1.5,0.1,-1.5
alessandro bianco,Monza,Serie-A,2024-2025,26,6,0.04,1.3,1.3,0.05,-0.3
alessandro bianco,Fiorentina,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
jaka bijol,Udinese,Serie-A,2024-2025,19,6,0.05,2.0,2.0,0.1,-1.0
philip billing,Napoli,Serie-A,2024-2025,6,3,0.17,1.5,1.5,0.27,-0.5
cristiano biraghi,Torino,Serie-A,2024-2025,10,1,0.0,0.5,0.5,0.05,-0.5
cristiano biraghi,Fiorentina,Serie-A,2024-2025,5,2,0.2,0.2,0.2,0.03,0.8
samuele birindelli,Monza,Serie-A,2024-2025,16,10,0.19,2.1,2.1,0.13,0.9
bjarki bjarkason,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
emil bohinen,Genoa,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.05,-0.1
warren bondo,Monza,Serie-A,2024-2025,13,1,0.0,0.4,0.4,0.03,-0.4
warren bondo,Milan,Serie-A,2024-2025,1,1,0.0,0.0,0.0,0.03,0.0
kevin bonifazi,Lecce,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
angeyoan bonny,Parma,Serie-A,2024-2025,61,19,0.07,9.4,7.1,0.12,-3.4
edoardo bove,Fiorentina,Serie-A,2024-2025,7,2,0.14,0.6,0.6,0.08,0.4
domagoj bradaric,Hellas Verona,Serie-A,2024-2025,9,4,0.11,0.8,0.8,0.08,0.2
matthias braunoder,Como,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.05,-0.1
iker bravo,Udinese,Serie-A,2024-2025,13,3,0.15,0.9,0.9,0.07,1.1
gleison bremer,Juventus,Serie-A,2024-2025,3,0,0.0,0.1,0.1,0.04,-0.1
brenner,Udinese,Serie-A,2024-2025,7,4,0.14,0.6,0.6,0.09,0.4
marco brescianini,Atalanta,Serie-A,2024-2025,20,8,0.2,3.1,3.1,0.16,0.9
arvid brorsson,Monza,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
tajon buchanan,Inter,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
alessandro buongiorno,Napoli,Serie-A,2024-2025,8,4,0.13,0.8,0.8,0.1,0.2
rarescatalin burnete,Lecce,Serie-A,2024-2025,1,0,0.0,0.1,0.1,0.08,-0.1
gianluca busio,Venezia,Serie-A,2024-2025,36,7,0.06,2.4,2.4,0.07,-0.4
jean butez,Como,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
liberato cacace,Empoli,Serie-A,2024-2025,29,9,0.07,2.6,2.6,0.09,-0.6
alessio cacciamani,Torino,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
davide calabria,Bologna,Serie-A,2024-2025,3,0,0.0,0.1,0.1,0.03,-0.1
davide calabria,Milan,Serie-A,2024-2025,2,0,0.0,0.3,0.3,0.15,-0.3
luca caldirola,Monza,Serie-A,2024-2025,4,2,0.0,0.3,0.3,0.07,-0.3
hakan calhanoglu,Inter,Serie-A,2024-2025,42,12,0.05,4.4,1.3,0.03,0.6
drissa camara,Parma,Serie-A,2024-2025,15,5,0.0,1.2,1.2,0.08,-1.2
francesco camarda,Milan,Serie-A,2024-2025,8,1,0.0,0.6,0.6,0.07,-0.6
nicolo cambiaghi,Bologna,Serie-A,2024-2025,14,4,0.07,0.8,0.8,0.06,0.2
andrea cambiaso,Juventus,Serie-A,2024-2025,17,6,0.12,0.7,0.7,0.04,1.3
thomas campaniello,Empoli,Serie-A,2024-2025,1,0,0.0,0.5,0.5,0.51,-0.5
matteo cancellieri,Parma,Serie-A,2024-2025,22,7,0.14,2.7,2.7,0.12,0.3
fali cande,Venezia,Serie-A,2024-2025,5,2,0.2,1.1,1.1,0.23,-0.1
antonio candela,Venezia,Serie-A,2024-2025,5,0,0.0,0.3,0.3,0.07,-0.3
gianluca caprari,Monza,Serie-A,2024-2025,28,9,0.04,4.2,2.6,0.09,-1.2
elia caprile,Cagliari,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
elia caprile,Napoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
francesco caputo,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
maxence caqueret,Como,Serie-A,2024-2025,8,3,0.25,0.8,0.8,0.1,1.2
andrea carboni,Monza,Serie-A,2024-2025,8,1,0.0,0.3,0.3,0.04,-0.3
franco carboni,Venezia,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
marco carnesecchi,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
cesare casadei,Torino,Serie-A,2024-2025,14,7,0.07,1.2,1.2,0.08,-0.2
nicolo casale,Bologna,Serie-A,2024-2025,4,1,0.0,0.5,0.5,0.12,-0.5
nicolo casale,Lazio,Serie-A,2024-2025,1,1,0.0,0.0,0.0,0.04,0.0
federico cassa,Atalanta,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
valentin castellanos,Lazio,Serie-A,2024-2025,105,36,0.08,13.4,11.3,0.11,-3.4
santiago castro,Bologna,Serie-A,2024-2025,62,20,0.13,7.7,6.9,0.11,0.3
gaetano castrovilli,Monza,Serie-A,2024-2025,6,0,0.0,0.3,0.3,0.05,-0.3
gaetano castrovilli,Lazio,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
