Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,Touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
razvan marin,cagliari,Serie-A,2024-2025,168,462,241,22,858,24,0.542,11,0.45799999999999996,1106,19,4,18,16
guillermo maripan,torino,Serie-A,2024-2025,770,822,56,23,1636,8,0.25,6,0.75,2538,11,2,19,5
aaron martin,genoa,Serie-A,2024-2025,566,802,608,20,1951,27,0.444,12,0.444,2293,31,4,22,17
josep martinez,inter,Serie-A,2024-2025,245,1,0,0,246,0,,0,,344,0,0,0,0
lautaro martinez,inter,Serie-A,2024-2025,84,413,494,162,981,47,0.36200000000000004,25,0.532,1101,27,12,70,54
lucas martinez quarta,fiorentina,Serie-A,2024-2025,157,139,21,6,316,2,1.0,0,0.0,589,2,1,5,1
kevin martins,monza,Serie-A,2024-2025,30,30,22,2,80,6,0.667,2,0.33299999999999996,144,2,2,8,1
adam marusic,lazio,Serie-A,2024-2025,410,697,341,31,1433,23,0.435,12,0.522,1263,27,0,12,13
adam masina,torino,Serie-A,2024-2025,660,768,80,12,1502,12,0.5,6,0.5,2121,9,1,12,8
patrizio masini,genoa,Serie-A,2024-2025,211,514,165,22,878,25,0.4,9,0.36,744,16,1,25,12
alan matturro,genoa,Serie-A,2024-2025,243,170,47,9,458,5,0.6,2,0.4,646,5,1,6,3
andrea mazza,monza,Serie-A,2024-2025,7,0,0,0,7,0,,0,,17,0,0,0,0
luca mazzitelli,como,Serie-A,2024-2025,56,134,49,10,235,5,0.8,1,0.2,245,5,0,3,5
pasquale mazzocchi,napoli,Serie-A,2024-2025,118,145,129,10,385,17,0.588,4,0.235,707,13,2,13,11
samuel mbangula,juventus,Serie-A,2024-2025,46,147,159,20,349,27,0.33299999999999996,13,0.48100000000000004,711,11,7,13,10
weston mckennie,juventus,Serie-A,2024-2025,259,593,508,57,1350,34,0.588,11,0.324,1353,31,7,41,26
scott mctominay,napoli,Serie-A,2024-2025,236,718,384,106,1314,88,0.44299999999999995,35,0.39799999999999996,1993,40,15,68,48
filippo melegoni,genoa,Serie-A,2024-2025,12,8,7,1,27,2,0.5,1,0.5,28,1,0,3,1
alex meret,napoli,Serie-A,2024-2025,1284,6,0,0,1290,0,,0,,1930,0,0,1,0
junior messias,genoa,Serie-A,2024-2025,63,192,151,18,396,44,0.22699999999999998,25,0.568,1027,26,5,34,5
valentin mihaila,parma,Serie-A,2024-2025,58,226,311,31,582,27,0.37,14,0.519,835,26,11,29,20
vanja milinkovicsavic,torino,Serie-A,2024-2025,1706,32,0,0,1737,0,,0,,3843,0,0,1,1
yerry mina,cagliari,Serie-A,2024-2025,1047,686,89,43,1797,8,0.375,2,0.25,2737,11,0,20,13
juan miranda,bologna,Serie-A,2024-2025,588,848,655,20,2080,20,0.35,12,0.6,1792,27,4,23,8
fabio miretti,genoa,Serie-A,2024-2025,137,407,316,56,847,73,0.342,38,0.521,1209,22,14,63,36
henrikh mkhitaryan,inter,Serie-A,2024-2025,259,954,541,44,1747,26,0.26899999999999996,19,0.731,2799,56,13,27,15
rui modesto,udinese,Serie-A,2024-2025,76,165,153,14,388,8,0.375,5,0.625,518,6,4,9,3
lorenzo montipo,hellas verona,Serie-A,2024-2025,1150,20,0,0,1170,0,,0,,1873,0,0,1,0
alvaro morata,milan,Serie-A,2024-2025,34,180,170,61,383,17,0.353,7,0.41200000000000003,519,13,7,24,16
alberto moreno,como,Serie-A,2024-2025,391,563,283,17,1224,7,0.429,3,0.429,1350,30,4,18,3
matias moreno,fiorentina,Serie-A,2024-2025,41,48,10,1,98,3,1.0,0,0.0,145,0,0,1,1
tete morente,lecce,Serie-A,2024-2025,146,465,388,40,983,55,0.545,22,0.4,1689,43,6,43,15
nikola moro,bologna,Serie-A,2024-2025,148,579,201,3,923,12,0.583,4,0.33299999999999996,968,11,0,11,4
daniel mosquera,hellas verona,Serie-A,2024-2025,36,246,236,74,509,25,0.64,8,0.32,490,15,9,43,17
dany mota,monza,Serie-A,2024-2025,85,376,368,80,820,39,0.33299999999999996,22,0.564,1295,29,12,63,29
bob murphy omoregbe,milan,Serie-A,2024-2025,0,0,2,1,2,0,,0,,9,0,0,0,0
yunus musah,milan,Serie-A,2024-2025,144,468,293,37,888,37,0.568,12,0.324,2074,44,12,46,13
juan musso,atalanta,Serie-A,2024-2025,35,0,0,0,35,0,,0,,48,0,0,0,0
kingstone mutandwa,cagliari,Serie-A,2024-2025,4,24,16,4,44,3,0.33299999999999996,2,0.667,41,1,0,7,0
obite ndicka,roma,Serie-A,2024-2025,1348,1401,85,26,2823,3,0.0,2,0.667,4009,19,0,20,3
konan ndri,lecce,Serie-A,2024-2025,5,36,82,9,122,20,0.35,9,0.45,424,13,2,11,8
michel ndary adopo,cagliari,Serie-A,2024-2025,268,713,254,32,1222,42,0.452,20,0.47600000000000003,1212,21,1,39,26
cher ndour,fiorentina,Serie-A,2024-2025,50,146,72,8,265,4,0.5,1,0.25,388,7,1,5,6
dan ndoye,bologna,Serie-A,2024-2025,74,410,560,105,1019,96,0.385,43,0.44799999999999995,3035,54,50,82,46
victor nelsson,roma,Serie-A,2024-2025,61,73,8,2,141,1,1.0,0,0.0,149,0,0,4,0
david neres,napoli,Serie-A,2024-2025,73,287,388,60,724,75,0.44,36,0.48,1903,37,30,38,23
cyril ngonge,napoli,Serie-A,2024-2025,14,58,74,10,145,21,0.33299999999999996,10,0.47600000000000003,276,5,4,4,7
cheikh niasse,hellas verona,Serie-A,2024-2025,78,201,78,9,353,7,0.14300000000000002,5,0.7140000000000001,248,2,1,14,7
hans nicolussi caviglia,venezia,Serie-A,2024-2025,389,997,375,11,1739,50,0.34,29,0.58,1704,24,1,40,37
oliver nielsen,lazio,Serie-A,2024-2025,9,12,2,0,23,0,,0,,11,0,0,0,0
alieu njie,torino,Serie-A,2024-2025,21,61,86,14,167,19,0.368,11,0.579,276,7,5,14,9
brooke nortoncuffy,genoa,Serie-A,2024-2025,104,175,70,8,344,20,0.35,11,0.55,480,12,3,14,9
tijjani noslin,lazio,Serie-A,2024-2025,31,150,167,47,347,19,0.42100000000000004,10,0.526,495,12,6,24,13
adam obert,cagliari,Serie-A,2024-2025,309,312,105,13,710,14,0.35700000000000004,9,0.643,797,9,0,26,7
jens odgaard,bologna,Serie-A,2024-2025,60,340,368,68,759,53,0.28300000000000003,29,0.547,1024,26,12,56,33
noah okafor,milan,Serie-A,2024-2025,10,62,97,28,163,25,0.48,11,0.44,563,11,10,12,9
noah okafor,napoli,Serie-A,2024-2025,7,10,13,6,29,7,0.28600000000000003,4,0.5710000000000001,117,2,3,2,2
yllan okou,hellas verona,Serie-A,2024-2025,2,0,1,0,3,0,,0,,1,0,0,0,0
maduka okoye,udinese,Serie-A,2024-2025,930,10,0,0,940,0,,0,,1484,0,0,0,0
mathias olivera,napoli,Serie-A,2024-2025,639,962,295,42,1884,16,0.313,9,0.563,2527,23,6,27,13
jean onana,genoa,Serie-A,2024-2025,49,115,20,1,183,4,0.5,1,0.25,65,1,0,6,7
jacob ondrejka,parma,Serie-A,2024-2025,30,73,91,19,192,8,0.75,1,0.125,352,11,8,10,3
gaetano oristanio,venezia,Serie-A,2024-2025,70,300,416,88,757,123,0.447,59,0.48,2046,48,30,80,72
riccardo orsolini,bologna,Serie-A,2024-2025,85,349,494,88,913,73,0.452,35,0.479,1777,27,25,48,25
yordan osorio,parma,Serie-A,2024-2025,73,63,5,1,141,0,,0,,180,0,0,1,0
sebastian otoa,genoa,Serie-A,2024-2025,56,31,1,0,88,0,,0,,36,0,0,2,1
remi oudin,lecce,Serie-A,2024-2025,34,75,61,2,168,6,0.5,3,0.5,139,5,0,5,3
cheick oumar conde,venezia,Serie-A,2024-2025,22,43,17,3,80,5,0.4,2,0.4,86,4,0,2,5
daniel oyegoke,hellas verona,Serie-A,2024-2025,21,17,27,1,65,3,0.667,1,0.33299999999999996,42,0,0,2,2
daniele padelli,udinese,Serie-A,2024-2025,22,0,0,0,22,0,,0,,19,0,0,0,0
simone pafundi,udinese,Serie-A,2024-2025,8,47,41,1,95,7,0.14300000000000002,2,0.28600000000000003,131,9,0,2,1
tomas palacios,monza,Serie-A,2024-2025,229,178,16,1,417,9,0.889,1,0.111,683,1,0,3,4
tomas palacios,inter,Serie-A,2024-2025,2,12,1,0,15,0,,0,,32,0,0,0,0
alberto paleari,torino,Serie-A,2024-2025,37,0,0,0,37,0,,0,,65,0,0,0,0
marco palestra,atalanta,Serie-A,2024-2025,30,54,53,12,137,12,0.33299999999999996,5,0.41700000000000004,411,6,6,3,1
matteo palma,udinese,Serie-A,2024-2025,3,6,0,0,9,0,,0,,4,0,0,0,0
leandro paredes,roma,Serie-A,2024-2025,357,827,208,5,1379,3,1.0,0,0.0,2020,16,0,6,1
fabiano parisi,fiorentina,Serie-A,2024-2025,198,263,159,16,607,26,0.385,11,0.423,1128,17,10,18,16
mario pasalic,atalanta,Serie-A,2024-2025,278,923,391,70,1579,18,0.278,12,0.667,2729,52,6,24,22
patric,lazio,Serie-A,2024-2025,203,230,19,4,449,0,,0,,779,2,0,2,0
rui patricio,atalanta,Serie-A,2024-2025,107,0,0,0,107,0,,0,,197,0,0,0,0
benjamin pavard,inter,Serie-A,2024-2025,479,657,162,35,1291,2,0.0,1,0.5,2133,20,1,5,1
strahinja pavlovic,milan,Serie-A,2024-2025,758,747,97,18,1589,12,0.33299999999999996,4,0.33299999999999996,3662,29,0,18,4
leonardo pavoletti,cagliari,Serie-A,2024-2025,15,107,104,28,225,1,0.0,0,0.0,63,2,0,18,2
martin payero,udinese,Serie-A,2024-2025,86,351,230,26,649,70,0.429,31,0.44299999999999995,1094,35,6,27,13
nicolas paz,como,Serie-A,2024-2025,225,821,667,85,1682,135,0.511,58,0.43,2878,62,16,101,45
marcus pedersen,torino,Serie-A,2024-2025,151,263,250,27,655,25,0.28,18,0.72,1118,24,9,22,12
pedro,lazio,Serie-A,2024-2025,69,343,319,61,720,32,0.5,11,0.344,1575,25,15,20,21
pietro pellegri,empoli,Serie-A,2024-2025,7,66,58,14,128,14,0.35700000000000004,7,0.5,215,6,6,16,15
lorenzo pellegrini,roma,Serie-A,2024-2025,108,400,328,53,824,27,0.40700000000000003,16,0.593,1185,27,5,26,16
luca pellegrini,lazio,Serie-A,2024-2025,196,382,285,15,851,28,0.39299999999999996,16,0.5710000000000001,1067,23,4,17,9
mateo pellegrino,parma,Serie-A,2024-2025,18,123,125,39,263,9,0.33299999999999996,5,0.556,214,5,3,29,16
andy pelmard,lecce,Serie-A,2024-2025,23,20,7,0,48,1,1.0,0,0.0,24,1,0,0,0
sergiu perciun,torino,Serie-A,2024-2025,11,24,37,6,72,5,0.4,2,0.4,87,0,2,6,1
pedro pereira,monza,Serie-A,2024-2025,508,596,311,33,1409,25,0.56,11,0.44,2063,37,7,25,18
gaston pereiro,genoa,Serie-A,2024-2025,3,6,8,2,17,0,,0,,6,0,0,0,0
kike perez,venezia,Serie-A,2024-2025,164,397,244,10,793,28,0.46399999999999997,13,0.46399999999999997,1111,19,2,24,22
nehuen perez,udinese,Serie-A,2024-2025,41,31,4,1,74,1,1.0,0,0.0,78,1,1,0,0
simone perilli,hellas verona,Serie-A,2024-2025,55,1,0,0,56,0,,0,,165,0,0,0,0
mattia perin,juventus,Serie-A,2024-2025,185,0,0,0,185,0,,0,,460,0,0,0,0
maximo perrone,como,Serie-A,2024-2025,372,932,205,15,1502,8,0.375,5,0.625,1660,18,1,20,16
matteo pessina,monza,Serie-A,2024-2025,155,317,91,5,559,10,0.5,3,0.3,735,10,1,9,13
andrea petagna,monza,Serie-A,2024-2025,15,51,34,12,100,4,0.5,2,0.5,96,3,1,9,4
giuseppe pezzella,empoli,Serie-A,2024-2025,448,630,521,33,1579,51,0.33299999999999996,24,0.47100000000000003,2076,33,12,46,32
roberto piccoli,cagliari,Serie-A,2024-2025,76,468,385,144,918,63,0.222,41,0.6509999999999999,774,27,14,114,46
nicholas pierini,venezia,Serie-A,2024-2025,6,10,12,3,28,1,0.0,1,1.0,21,1,0,2,3
santiago pierotti,lecce,Serie-A,2024-2025,148,322,279,81,730,49,0.449,26,0.531,1103,25,21,60,33
balthazar pierret,lecce,Serie-A,2024-2025,236,667,130,13,1020,24,0.542,6,0.25,1041,11,1,25,10
andrea pinamonti,genoa,Serie-A,2024-2025,77,531,349,116,951,23,0.478,12,0.522,557,12,11,67,34
nicola pintus,cagliari,Serie-A,2024-2025,3,0,0,0,3,0,,0,,0,0,0,0,0
niccolo pisilli,roma,Serie-A,2024-2025,101,417,205,34,718,14,0.35700000000000004,6,0.429,921,16,6,27,15
damian pizarro,udinese,Serie-A,2024-2025,0,2,1,0,3,0,,0,,0,0,0,0,0
semuel pizzignacco,monza,Serie-A,2024-2025,336,3,1,0,340,0,,0,,622,0,0,0,0
tommaso pobega,bologna,Serie-A,2024-2025,106,368,141,20,608,8,0.375,4,0.5,517,10,2,13,6
joel pohjanpalo,venezia,Serie-A,2024-2025,67,240,187,66,487,10,0.3,7,0.7,367,7,4,23,11
matteo politano,napoli,Serie-A,2024-2025,233,533,804,90,1561,80,0.4,36,0.45,3264,57,38,47,24
marin pongracic,fiorentina,Serie-A,2024-2025,494,399,42,6,922,14,0.643,4,0.28600000000000003,1465,13,1,10,7
stefan posch,bologna,Serie-A,2024-2025,186,290,133,13,602,11,0.273,8,0.727,581,8,1,9,12
stefan posch,atalanta,Serie-A,2024-2025,113,142,46,4,299,2,0.5,1,0.5,728,7,0,3,5
matteo prati,cagliari,Serie-A,2024-2025,89,177,48,3,313,11,0.273,6,0.545,244,3,0,4,2
ivan provedel,lazio,Serie-A,2024-2025,1135,33,0,0,1167,0,,0,,2307,0,0,0,0
diego pugno,juventus,Serie-A,2024-2025,0,2,3,0,4,1,0.0,1,1.0,3,1,0,0,0
christian pulisic,milan,Serie-A,2024-2025,156,524,709,128,1363,87,0.44799999999999995,36,0.414,3406,75,37,57,40
ionut radu,venezia,Serie-A,2024-2025,586,1,0,0,587,1,1.0,0,0.0,1207,0,0,1,0
hamza rafia,lecce,Serie-A,2024-2025,132,367,164,12,651,22,0.455,7,0.318,662,16,2,21,20
antonio raimondo,venezia,Serie-A,2024-2025,2,15,19,5,34,0,,0,,37,4,1,5,3
ylber ramadani,lecce,Serie-A,2024-2025,346,587,123,8,1038,24,0.542,11,0.45799999999999996,902,11,2,21,22
luca ranieri,fiorentina,Serie-A,2024-2025,1078,979,81,16,2124,19,0.474,9,0.474,3027,19,2,10,3
giacomo raspadori,napoli,Serie-A,2024-2025,62,246,247,54,549,14,0.643,3,0.214,502,6,5,25,9
federico ravaglia,bologna,Serie-A,2024-2025,480,8,0,0,488,2,1.0,0,0.0,960,0,0,0,0
ante rebic,lecce,Serie-A,2024-2025,40,184,210,43,429,30,0.267,17,0.5670000000000001,449,9,7,39,14
tijjani reijnders,milan,Serie-A,2024-2025,280,950,651,82,1863,71,0.507,29,0.408,4203,99,29,36,32
pepe reina,como,Serie-A,2024-2025,380,1,0,0,381,1,0.0,0,0.0,757,0,0,0,0
devyne rensch,roma,Serie-A,2024-2025,86,157,76,8,319,3,0.0,1,0.33299999999999996,226,6,1,5,2
mateo retegui,atalanta,Serie-A,2024-2025,30,378,474,173,869,30,0.4,12,0.4,472,12,11,96,48
samuele ricci,torino,Serie-A,2024-2025,337,975,294,19,1589,22,0.273,13,0.591,2648,38,6,35,18
amir richardson,fiorentina,Serie-A,2024-2025,152,439,160,18,748,19,0.579,6,0.316,1033,20,2,19,10
sergi roberto,como,Serie-A,2024-2025,114,348,123,9,582,10,0.3,6,0.6,775,13,2,14,5
alessio romagnoli,lazio,Serie-A,2024-2025,923,1045,83,41,2042,3,0.33299999999999996,2,0.667,1826,6,0,6,1
marten de roon,atalanta,Serie-A,2024-2025,615,1479,463,19,2538,13,0.462,6,0.462,3579,51,1,24,9
jonas rouhi,juventus,Serie-A,2024-2025,63,97,33,2,192,5,0.4,3,0.6,158,2,0,5,5
nicolo rovella,lazio,Serie-A,2024-2025,589,1458,335,16,2354,25,0.72,6,0.24,3837,49,2,22,14
amir rrahmani,napoli,Serie-A,2024-2025,1355,1687,118,34,3152,6,0.667,2,0.33299999999999996,5052,19,0,9,6
tommaso rubino,fiorentina,Serie-A,2024-2025,1,2,0,0,3,0,,0,,4,0,0,0,0
matteo ruggeri,atalanta,Serie-A,2024-2025,384,634,471,13,1479,11,0.545,4,0.364,2046,34,0,13,4
stefano sabelli,genoa,Serie-A,2024-2025,507,676,252,10,1428,13,0.308,5,0.385,1836,23,1,22,4
alexis saelemaekers,roma,Serie-A,2024-2025,149,390,417,47,945,52,0.423,27,0.519,1499,32,14,39,14
alexis saelemaekers,milan,Serie-A,2024-2025,9,34,38,2,81,0,,0,,234,4,1,1,0
richie sagrado,venezia,Serie-A,2024-2025,16,20,11,0,46,0,,0,,55,0,0,3,0
marco sala,como,Serie-A,2024-2025,54,69,51,1,173,2,0.5,0,0.0,311,10,1,1,1
marco sala,lecce,Serie-A,2024-2025,11,25,16,0,52,0,,0,,137,0,0,0,0
anass salaheddine,roma,Serie-A,2024-2025,25,45,49,4,117,3,0.0,3,1.0,283,5,2,2,1
lazar samardzic,atalanta,Serie-A,2024-2025,61,353,459,54,867,60,0.45,32,0.5329999999999999,1652,40,21,36,19
junior sambia,empoli,Serie-A,2024-2025,25,126,95,8,244,19,0.368,8,0.42100000000000004,232,6,1,8,6
antonio sanabria,torino,Serie-A,2024-2025,43,199,140,34,376,11,0.545,5,0.455,220,6,1,32,23
alexis sanchez,udinese,Serie-A,2024-2025,16,97,101,14,211,7,0.5710000000000001,2,0.28600000000000003,145,4,0,17,8
nicola sansone,lecce,Serie-A,2024-2025,4,10,15,3,29,1,0.0,1,1.0,7,1,0,1,1
amin sarr,hellas verona,Serie-A,2024-2025,54,302,328,58,681,33,0.424,18,0.545,712,13,11,57,26
razvan sava,udinese,Serie-A,2024-2025,423,0,0,0,423,0,,0,,698,0,0,1,0
nicolo savona,juventus,Serie-A,2024-2025,438,597,199,15,1227,11,0.545,5,0.455,1691,26,0,9,4
saba sazonov,torino,Serie-A,2024-2025,1,0,0,0,1,0,,0,,0,0,0,0,0
giorgio scalvini,atalanta,Serie-A,2024-2025,87,116,29,4,228,7,0.7140000000000001,2,0.28600000000000003,380,1,0,2,0
gianluca scamacca,atalanta,Serie-A,2024-2025,0,1,1,1,2,0,,0,,0,0,0,0,0
joel schingtienne,venezia,Serie-A,2024-2025,270,288,60,4,611,9,0.556,4,0.444,669,6,0,16,5
simone scuffet,cagliari,Serie-A,2024-2025,438,4,0,0,442,0,,0,,641,0,0,0,0
simone scuffet,napoli,Serie-A,2024-2025,46,0,0,0,46,0,,0,,51,0,0,0,0
jacopo seghetti,empoli,Serie-A,2024-2025,24,0,0,0,24,0,,0,,44,0,0,0,0
stefano sensi,monza,Serie-A,2024-2025,75,201,57,1,328,7,0.7140000000000001,1,0.14300000000000002,588,5,0,1,3
suat serdar,hellas verona,Serie-A,2024-2025,122,383,164,30,660,37,0.514,15,0.405,750,20,3,24,15
stephan el shaarawy,roma,Serie-A,2024-2025,91,254,305,45,635,38,0.447,14,0.368,1222,37,12,22,10
alen sherri,cagliari,Serie-A,2024-2025,242,3,0,0,244,0,,0,,299,0,0,0,0
eldor shomurodov,roma,Serie-A,2024-2025,33,182,236,52,446,28,0.28600000000000003,19,0.679,515,17,9,49,19
benjamin siegrist,genoa,Serie-A,2024-2025,79,0,0,0,79,0,,0,,162,0,0,0,0
marco silvestri,empoli,Serie-A,2024-2025,162,0,0,0,162,0,,0,,359,0,0,0,0
giovanni simeone,napoli,Serie-A,2024-2025,20,84,95,22,194,12,0.5,6,0.5,285,9,3,21,14
ukasz skorupski,bologna,Serie-A,2024-2025,1146,9,0,0,1155,1,1.0,0,0.0,1920,0,0,0,0
ivan smolcic,como,Serie-A,2024-2025,184,224,70,10,475,2,0.0,2,1.0,306,5,0,8,3
simon sohm,parma,Serie-A,2024-2025,262,900,326,45,1467,35,0.429,13,0.371,2968,55,12,33,23
ola solbakken,empoli,Serie-A,2024-2025,32,139,98,15,263,15,0.467,8,0.5329999999999999,419,10,6,15,8
oumar solet,udinese,Serie-A,2024-2025,609,632,101,15,1325,31,0.8059999999999999,5,0.161,2186,14,2,17,11
daniele sommariva,genoa,Serie-A,2024-2025,18,0,0,0,18,0,,0,,24,0,0,0,0
yann sommer,inter,Serie-A,2024-2025,1383,6,0,0,1388,0,,0,,2214,0,0,0,0
borna sosa,torino,Serie-A,2024-2025,222,372,193,14,781,7,0.429,2,0.28600000000000003,866,15,1,9,1
riccardo sottil,fiorentina,Serie-A,2024-2025,35,118,217,41,356,27,0.40700000000000003,9,0.33299999999999996,1868,31,27,21,8
riccardo sottil,milan,Serie-A,2024-2025,10,20,33,6,63,4,0.25,2,0.5,214,5,3,3,1
matias soule,roma,Serie-A,2024-2025,137,472,673,73,1271,108,0.324,54,0.5,2444,56,32,56,32
leonardo spinazzola,napoli,Serie-A,2024-2025,244,472,344,38,1051,64,0.43799999999999994,29,0.45299999999999996,2504,64,24,17,18
marco sportiello,milan,Serie-A,2024-2025,62,1,0,0,63,0,,0,,117,0,0,0,0
filip stankovic,venezia,Serie-A,2024-2025,561,5,0,0,566,0,,0,,1156,0,0,0,0
petar stojanovic,empoli,Serie-A,2024-2025,2,1,0,0,3,0,,0,,1,0,0,0,0
gabriel strefezza,como,Serie-A,2024-2025,197,595,704,93,1483,82,0.439,33,0.402,2707,42,33,49,53
ibrahim sulemana,atalanta,Serie-A,2024-2025,43,137,30,1,209,4,0.25,1,0.25,421,6,0,7,3
tomas suslov,hellas verona,Serie-A,2024-2025,137,393,306,28,811,77,0.46799999999999997,30,0.39,1314,28,10,54,34
zion suzuki,parma,Serie-A,2024-2025,1594,12,0,0,1605,0,,0,,3187,0,0,1,0
marin sverko,venezia,Serie-A,2024-2025,339,331,49,3,711,10,0.6,2,0.2,958,3,0,8,4
mile svilar,roma,Serie-A,2024-2025,1522,8,1,1,1531,0,,0,,2705,0,0,0,1
michael svoboda,venezia,Serie-A,2024-2025,476,454,59,15,984,3,0.667,1,0.33299999999999996,1984,15,2,12,11
adrien tameze,torino,Serie-A,2024-2025,89,180,99,13,368,15,0.267,8,0.5329999999999999,611,9,0,10,3
mehdi taremi,inter,Serie-A,2024-2025,36,140,148,45,317,11,0.545,3,0.273,363,9,6,14,5
nuno tavares,lazio,Serie-A,2024-2025,349,548,435,39,1302,105,0.467,43,0.41,3359,67,20,45,32
loum tchaouna,lazio,Serie-A,2024-2025,35,133,174,33,341,10,0.5,5,0.5,516,8,8,26,6
jackson tchatchoua,hellas verona,Serie-A,2024-2025,370,559,494,35,1403,40,0.525,16,0.4,2400,59,18,50,15
casper tengstedt,hellas verona,Serie-A,2024-2025,47,199,217,58,457,27,0.33299999999999996,16,0.593,564,14,13,36,6
filippo terracciano,milan,Serie-A,2024-2025,93,169,43,3,303,2,0.0,2,1.0,338,3,0,1,5
pietro terracciano,fiorentina,Serie-A,2024-2025,96,0,0,0,96,0,,0,,144,0,0,0,0
florian thauvin,udinese,Serie-A,2024-2025,105,432,537,82,1059,92,0.424,47,0.511,2388,53,34,60,38
malick thiaw,milan,Serie-A,2024-2025,670,720,50,15,1432,4,0.75,1,0.25,2180,11,0,8,2
morten thorsby,genoa,Serie-A,2024-2025,142,371,247,66,753,22,0.409,13,0.591,684,17,6,45,28
khephren thuram,juventus,Serie-A,2024-2025,353,971,358,44,1661,70,0.557,28,0.4,3587,59,12,28,23
marcus thuram,inter,Serie-A,2024-2025,71,333,439,160,830,53,0.45299999999999996,22,0.415,1468,33,36,55,29
rafael toloi,atalanta,Serie-A,2024-2025,108,182,55,3,340,3,0.667,1,0.33299999999999996,444,6,0,6,3
fikayo tomori,milan,Serie-A,2024-2025,605,604,54,7,1260,2,1.0,0,0.0,1681,9,0,9,2
luka topalovic,inter,Serie-A,2024-2025,3,3,5,3,11,1,0.0,1,1.0,8,1,0,0,0
lorenzo tosto,empoli,Serie-A,2024-2025,3,1,0,0,4,0,,0,,5,0,0,0,0
souleymane toure,udinese,Serie-A,2024-2025,260,282,45,10,585,10,0.5,4,0.4,831,5,1,7,0
stefano turati,monza,Serie-A,2024-2025,1159,7,0,0,1166,0,,0,,1980,0,0,0,0
kacper urbanski,bologna,Serie-A,2024-2025,23,68,73,10,163,5,0.6,2,0.4,201,2,0,8,3
kacper urbanski,monza,Serie-A,2024-2025,69,167,69,3,304,8,0.375,4,0.5,473,5,0,6,10
lautaro valenti,parma,Serie-A,2024-2025,559,422,31,12,1011,1,0.0,1,1.0,942,2,1,9,0
nicolas valentini,hellas verona,Serie-A,2024-2025,314,310,35,14,654,2,1.0,0,0.0,623,1,1,5,2
emanuele valeri,parma,Serie-A,2024-2025,470,583,494,33,1527,47,0.255,31,0.66,2376,45,9,42,5
alex valle,como,Serie-A,2024-2025,276,375,155,12,799,18,0.5,9,0.5,1068,20,5,18,8
mattia valoti,monza,Serie-A,2024-2025,12,13,2,0,27,0,,0,,16,0,0,0,1
ignace van der brempt,como,Serie-A,2024-2025,270,392,194,14,841,28,0.46399999999999997,12,0.429,1039,12,5,21,10
devis vasquez,empoli,Serie-A,2024-2025,1167,16,1,0,1183,1,1.0,0,0.0,2107,0,0,2,0
johan vasquez,genoa,Serie-A,2024-2025,1100,971,128,46,2190,7,0.7140000000000001,2,0.28600000000000003,3435,21,2,24,5
matias vecino,lazio,Serie-A,2024-2025,99,285,93,33,475,1,1.0,0,0.0,413,11,1,6,10
danilo veiga,lecce,Serie-A,2024-2025,55,95,76,5,225,14,0.429,6,0.429,390,6,1,10,5
renato veiga,juventus,Serie-A,2024-2025,384,311,35,11,727,1,1.0,0,0.0,1173,5,0,2,0
lorenzo venturino,genoa,Serie-A,2024-2025,22,32,35,6,86,6,0.667,2,0.33299999999999996,162,2,2,8,1
simone verdi,como,Serie-A,2024-2025,7,37,32,1,75,2,1.0,0,0.0,150,4,1,0,4
samuele vignato,monza,Serie-A,2024-2025,27,101,90,7,214,13,0.308,9,0.6920000000000001,269,8,1,8,10
nicolas viola,cagliari,Serie-A,2024-2025,57,294,255,34,595,30,0.36700000000000005,16,0.5329999999999999,700,17,7,30,21
mattia viti,empoli,Serie-A,2024-2025,798,663,58,12,1506,11,0.545,3,0.273,1714,9,0,20,17
vitinha,genoa,Serie-A,2024-2025,91,255,242,54,572,68,0.324,42,0.618,987,27,16,54,34
dusan vlahovic,juventus,Serie-A,2024-2025,28,238,303,125,560,28,0.321,18,0.643,509,10,17,51,28
vanja vlahovic,atalanta,Serie-A,2024-2025,0,4,14,7,18,2,0.0,1,0.5,13,0,0,6,1
nikola vlasic,torino,Serie-A,2024-2025,114,460,430,59,981,48,0.5,21,0.43799999999999994,1737,41,12,44,42
alessandro vogliacco,genoa,Serie-A,2024-2025,183,189,35,5,407,1,0.0,1,1.0,666,8,1,2,1
alessandro vogliacco,parma,Serie-A,2024-2025,283,260,12,3,551,1,1.0,0,0.0,873,1,0,4,0
mergim vojvoda,torino,Serie-A,2024-2025,292,440,147,6,875,11,0.545,3,0.273,1300,12,1,8,8
mergim vojvoda,como,Serie-A,2024-2025,148,230,147,14,521,11,0.273,7,0.636,592,11,4,4,4
stefan de vrij,inter,Serie-A,2024-2025,693,885,41,19,1613,8,0.375,5,0.625,2932,7,0,4,1
kyle walker,milan,Serie-A,2024-2025,163,238,96,6,492,7,0.7140000000000001,2,0.28600000000000003,674,5,2,6,4
sebastian walukiewicz,torino,Serie-A,2024-2025,359,593,178,9,1119,22,0.273,14,0.636,1425,13,0,9,5
